,attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,class
363,0.25,0.334,0.009,0.48,0.2928,0.252,0.347,0.257,1
364,0.438,0.516,0.008,0.532,0.3144,0.2772,0.423,0.448,1
365,0.402,0.526,0.009,0.198,0.2712,0.3564,0.381,0.429,1
366,0.474,0.559,0.007,0.387,0.5292,0.5124,0.431,0.534,2
367,0.475,0.545,0.008,0.504,0.1248,0.156,0.541,0.485,1
368,0.526,0.568,0.007,0.496,0.1764,0.156,0.643,0.476,1
369,0.488,0.548,0.007,0.492,0.27480000000000004,0.40800000000000003,0.541,0.494,1
370,0.286,0.363,0.011,0.448,0.4344,0.40800000000000003,0.328,0.304,1
371,0.446,0.542,0.007,0.23,0.42119999999999996,0.456,0.507,0.438,1
372,0.474,0.605,0.004,0.137,0.288,0.3564,0.524,0.494,2
373,0.194,0.271,0.006,0.173,1.0,0.8664,0.338,0.199,2
374,0.097,0.141,0.01,0.44,0.6576000000000001,0.8124,0.152,0.151,1
375,0.218,0.288,0.009,0.536,0.3696,0.3084,0.278,0.257,1
376,0.339,0.433,0.009,0.48,0.318,0.3084,0.44,0.352,1
377,0.382,0.458,0.008,0.44,0.5124,0.456,0.397,0.381,1
378,0.225,0.299,0.008,0.315,0.456,0.3564,0.244,0.296,2
379,0.23,0.318,0.009,0.423,0.2712,0.252,0.261,0.276,1
380,0.315,0.385,0.007,0.448,0.5376000000000001,0.5604,0.321,0.362,1
381,0.209,0.317,0.007,0.109,0.7223999999999999,0.6876,0.219,0.276,1
382,0.176,0.228,0.01,0.516,0.49439999999999995,0.6084,0.202,0.191,1
383,0.338,0.389,0.008,0.552,0.49439999999999995,0.43079999999999996,0.414,0.285,1
384,0.188,0.231,0.009,0.484,0.6576000000000001,0.7644,0.388,0.18,1
385,0.112,0.194,0.012,0.302,0.4608,0.3336,0.126,0.172,1
386,0.056,0.142,0.011,0.5,0.258,0.20400000000000001,0.142,0.047,1
387,0.126,0.202,0.01,0.524,0.2016,0.156,0.135,0.151,1
388,0.011,0.074,0.013,0.464,0.4476,0.5352,0.144,0.028,1
389,0.012,0.101,0.013,0.488,0.1932,0.22920000000000001,0.083,0.028,1
390,0.089,0.183,0.013,0.52,0.1848,0.3336,0.261,0.075,1
391,0.31,0.373,0.011,0.407,0.3048,0.3336,0.295,0.343,1
392,0.336,0.398,0.01,0.444,0.3444,0.2772,0.448,0.322,1
393,0.486,0.562,0.006,0.464,0.1416,0.156,0.5,0.494,1
394,0.546,0.616,0.007,0.536,0.32280000000000003,0.3816,0.517,0.59,2
395,0.528,0.608,0.007,0.524,0.198,0.1788,0.593,0.542,1
396,0.56,0.573,0.006,0.496,0.6839999999999999,0.7392,0.541,0.609,1
397,0.462,0.425,0.01,0.5,0.9720000000000001,0.7128,0.423,0.515,1
398,0.416,0.431,0.011,0.601,0.3564,0.3336,0.431,0.429,1
399,0.498,0.517,0.008,0.54,0.36119999999999997,0.3816,0.576,0.485,1
400,0.517,0.568,0.006,0.524,0.3144,0.43079999999999996,0.524,0.542,2
401,0.401,0.473,0.008,0.411,0.6456000000000001,0.6876,0.397,0.399,2
402,0.281,0.334,0.011,0.427,0.4992,0.6084,0.388,0.276,1
403,0.432,0.432,0.007,0.48,0.4776,0.456,0.397,0.485,1
404,0.388,0.445,0.007,0.48,0.378,0.3564,0.423,0.429,1
405,0.494,0.532,0.005,0.48,0.2532,0.22920000000000001,0.508,0.457,1
406,0.603,0.589,0.005,0.492,0.24120000000000003,0.2772,0.593,0.609,1
407,0.505,0.599,0.008,0.347,0.2796,0.1788,0.55,0.553,2
408,0.454,0.579,0.007,0.085,0.366,0.2832,0.423,0.515,2
409,0.54,0.599,0.005,0.226,0.6492,0.5856,0.534,0.59,2
410,0.543,0.418,0.007,0.504,0.2496,0.2772,0.669,0.494,1
411,0.611,0.472,0.006,0.476,0.27480000000000004,0.1788,0.652,0.62,1
412,0.44,0.487,0.006,0.444,0.4608,0.3084,0.584,0.467,1
413,0.312,0.348,0.008,0.435,0.7056,0.5352,0.312,0.343,2
414,0.242,0.262,0.011,0.452,0.7956000000000001,0.5604,0.278,0.276,1
415,0.253,0.253,0.012,0.5,0.44279999999999997,0.456,0.338,0.247,1
416,0.366,0.351,0.007,0.48,0.42119999999999996,0.4872,0.405,0.39,1
417,0.373,0.328,0.007,0.48,0.6756,0.6348,0.397,0.399,1
418,0.274,0.288,0.01,0.44,0.348,0.43079999999999996,0.312,0.304,1
419,0.395,0.431,0.009,0.484,0.36119999999999997,0.3336,0.481,0.408,1
420,0.461,0.439,0.007,0.391,0.4992,0.43079999999999996,0.457,0.476,1
421,0.323,0.39,0.009,0.282,0.6923999999999999,0.5604,0.372,0.362,1
422,0.171,0.21,0.013,0.452,0.6408,0.5124,0.202,0.18,1
423,0.189,0.227,0.013,0.536,0.594,0.5124,0.295,0.21,1
424,0.315,0.314,0.012,0.536,0.3144,0.252,0.423,0.285,1
425,0.459,0.356,0.011,0.516,0.48600000000000004,0.456,0.526,0.448,1
426,0.55,0.415,0.01,0.484,0.49439999999999995,0.3564,0.601,0.542,1
427,0.607,0.479,0.008,0.48,0.4344,0.3084,0.643,0.58,1
428,0.631,0.582,0.006,0.492,0.1416,0.1296,0.686,0.58,1
429,0.598,0.578,0.007,0.452,0.378,0.43079999999999996,0.652,0.609,1
430,0.529,0.468,0.008,0.496,0.2232,0.20400000000000001,0.576,0.485,1
431,0.536,0.497,0.006,0.484,0.336,0.5604,0.557,0.534,2
432,0.495,0.51,0.007,0.403,0.32280000000000003,0.456,0.541,0.457,1
433,0.508,0.411,0.008,0.484,0.3876,0.40800000000000003,0.517,0.494,1
434,0.417,0.416,0.009,0.371,0.7392,0.6084,0.405,0.448,1
435,0.422,0.439,0.01,0.468,0.7608,0.4872,0.473,0.429,1
436,0.444,0.371,0.009,0.512,0.3564,0.3564,0.473,0.408,1
437,0.47,0.372,0.009,0.472,0.1632,0.2772,0.517,0.438,1
438,0.547,0.501,0.007,0.46,0.5124,0.5352,0.517,0.609,2
439,0.583,0.648,0.004,0.399,0.4776,0.5604,0.61,0.553,2
440,0.277,0.364,0.008,0.27,1.0,0.9168000000000001,0.347,0.304,2
441,0.296,0.343,0.011,0.536,0.33959999999999996,0.3564,0.372,0.296,1
442,0.434,0.432,0.011,0.52,0.42119999999999996,0.2772,0.49,0.429,1
443,0.508,0.486,0.009,0.472,0.2928,0.2772,0.524,0.542,1
444,0.54,0.57,0.008,0.387,0.4092,0.43079999999999996,0.55,0.542,1
445,0.519,0.604,0.008,0.266,0.3996,0.456,0.55,0.504,2
446,0.447,0.492,0.01,0.468,0.4344,0.3564,0.448,0.476,1
447,0.497,0.523,0.01,0.448,0.288,0.4872,0.567,0.476,1
448,0.655,0.546,0.006,0.484,0.40440000000000004,0.2772,0.736,0.601,1
449,0.648,0.59,0.005,0.359,0.5376000000000001,0.5856,0.736,0.59,2
450,0.447,0.482,0.009,0.331,0.7488,0.5352,0.414,0.504,1
451,0.443,0.451,0.012,0.444,0.366,0.2772,0.457,0.476,1
452,0.449,0.426,0.01,0.468,0.1932,0.1788,0.507,0.408,1
453,0.557,0.461,0.007,0.492,0.40440000000000004,0.252,0.541,0.571,1
454,0.508,0.515,0.008,0.407,0.3096,0.252,0.517,0.534,1
455,0.525,0.566,0.009,0.278,0.2448,0.20400000000000001,0.55,0.504,1
456,0.631,0.544,0.008,0.48,0.33959999999999996,0.3564,0.729,0.561,1
457,0.781,0.675,0.005,0.472,0.4992,0.40800000000000003,0.846,0.724,1
458,0.623,0.64,0.005,0.399,0.636,0.5352,0.69,0.601,2
459,0.497,0.531,0.007,0.488,0.5076,0.5124,0.534,0.515,1
460,0.483,0.561,0.007,0.262,0.4992,0.456,0.517,0.523,2
461,0.502,0.571,0.008,0.476,0.5724,0.40800000000000003,0.557,0.523,2
462,0.57,0.558,0.008,0.544,0.26280000000000003,0.252,0.584,0.542,1
463,0.701,0.594,0.006,0.54,0.5292,0.5856,0.77,0.676,1
464,0.76,0.687,0.004,0.496,0.4692,0.43079999999999996,0.746,0.751,1
465,0.739,0.601,0.004,0.46,0.3012,0.3084,0.736,0.724,2
466,0.602,0.627,0.006,0.379,0.636,0.5604,0.669,0.601,2
467,0.665,0.636,0.007,0.532,0.26280000000000003,0.2772,0.677,0.676,2
468,0.598,0.588,0.008,0.472,0.5676,0.5124,0.66,0.601,2
469,0.587,0.56,0.01,0.492,0.3012,0.252,0.643,0.534,1
470,0.709,0.637,0.007,0.48,0.336,0.3084,0.746,0.695,1
471,0.753,0.622,0.004,0.423,0.6192,0.6084,0.719,0.751,2
472,0.574,0.533,0.007,0.472,0.7824,0.7128,0.626,0.571,2
473,0.593,0.572,0.008,0.48,0.15,0.1296,0.61,0.571,2
474,0.601,0.673,0.007,0.343,0.3528,0.3564,0.601,0.665,2
475,0.569,0.591,0.008,0.331,0.6324000000000001,0.5352,0.557,0.609,2
476,0.58,0.534,0.007,0.48,0.32280000000000003,0.2772,0.593,0.542,1
477,0.616,0.573,0.007,0.48,0.2964,0.22920000000000001,0.601,0.609,1
478,0.648,0.657,0.007,0.448,0.2796,0.3336,0.686,0.676,2
479,0.615,0.683,0.007,0.407,0.2664,0.3336,0.652,0.62,2
480,0.599,0.705,0.008,0.294,0.34450000000000003,0.22100000000000003,0.567,0.665,1
481,0.658,0.713,0.009,0.278,0.3406,0.36140000000000005,0.593,0.714,2
482,0.603,0.65,0.009,0.391,0.3406,0.2483,0.593,0.647,2
483,0.632,0.713,0.009,0.185,0.3172,0.2483,0.652,0.676,2
484,0.713,0.809,0.007,0.194,0.3172,0.273,0.686,0.743,2
485,0.751,0.862,0.007,0.335,0.312,0.3861,0.702,0.781,2
486,0.627,0.713,0.008,0.286,0.5876,0.4667,0.643,0.665,2
487,0.603,0.635,0.01,0.488,0.3731,0.273,0.557,0.647,2
488,0.551,0.604,0.01,0.347,0.2561,0.22100000000000003,0.534,0.609,2
489,0.573,0.675,0.01,0.218,0.1768,0.169,0.557,0.609,2
490,0.614,0.712,0.008,0.262,0.4433,0.4134,0.541,0.676,2
491,0.687,0.816,0.006,0.048,0.28859999999999997,0.273,0.694,0.724,2
492,0.791,0.894,0.006,0.242,0.3172,0.6071,0.763,0.828,2
493,0.862,0.885,0.005,0.44,0.5213,0.494,0.855,0.858,1
494,0.846,0.878,0.005,0.448,0.3497,0.4667,0.83,0.8,2
495,0.879,0.847,0.004,0.5,0.45239999999999997,0.4667,0.839,0.905,1
496,0.781,0.747,0.006,0.46,0.312,0.3341,0.763,0.81,2
497,0.746,0.725,0.007,0.46,0.2054,0.22100000000000003,0.746,0.714,1
498,0.754,0.745,0.007,0.496,0.2093,0.2483,0.729,0.791,2
499,0.731,0.794,0.006,0.415,0.44719999999999993,0.44200000000000006,0.694,0.762,2
500,0.691,0.798,0.007,0.258,0.4992,0.4134,0.617,0.751,2
501,0.645,0.782,0.008,0.097,0.3302,0.3003,0.576,0.714,2
502,0.626,0.765,0.007,0.129,0.3406,0.273,0.567,0.695,2
503,0.649,0.747,0.005,0.286,0.5317,0.4667,0.634,0.686,2
504,0.631,0.74,0.007,0.331,0.3211,0.273,0.567,0.695,2
505,0.661,0.722,0.008,0.306,0.2561,0.22100000000000003,0.677,0.695,2
506,0.691,0.711,0.009,0.444,0.3172,0.3341,0.686,0.695,1
507,0.701,0.732,0.008,0.395,0.4056,0.36140000000000005,0.66,0.751,2
508,0.737,0.803,0.008,0.315,0.33540000000000003,0.3861,0.71,0.762,2
509,0.751,0.715,0.008,0.512,0.312,0.4134,0.71,0.772,2
510,0.667,0.704,0.009,0.488,0.494,0.4134,0.652,0.676,1
511,0.679,0.683,0.008,0.48,0.2184,0.2483,0.719,0.647,1
512,0.744,0.773,0.007,0.395,0.3263,0.36140000000000005,0.71,0.751,2
513,0.764,0.818,0.007,0.407,0.2561,0.3861,0.719,0.8,2
514,0.693,0.773,0.008,0.407,0.4199,0.3861,0.634,0.743,2
515,0.725,0.715,0.009,0.448,0.3029,0.3341,0.746,0.686,1
516,0.764,0.701,0.008,0.46,0.2002,0.19369999999999998,0.779,0.705,1
517,0.797,0.77,0.007,0.464,0.2002,0.273,0.805,0.743,1
518,0.838,0.779,0.007,0.444,0.16770000000000002,0.169,0.839,0.781,1
519,0.839,0.808,0.007,0.444,0.16770000000000002,0.2483,0.839,0.819,2
520,0.806,0.843,0.008,0.375,0.15339999999999998,0.1404,0.846,0.791,1
521,0.895,0.871,0.008,0.492,0.13,0.1404,0.846,0.867,1
522,0.881,0.886,0.008,0.488,0.2704,0.273,0.822,0.886,2
523,0.846,0.927,0.007,0.468,0.247,0.36140000000000005,0.822,0.886,2
524,0.803,0.893,0.007,0.375,0.3211,0.2769,0.753,0.867,2
525,0.803,0.845,0.007,0.379,0.1963,0.19369999999999998,0.805,0.791,1
526,0.854,0.893,0.006,0.44,0.2704,0.22100000000000003,0.855,0.828,1
527,0.875,0.903,0.007,0.464,0.36400000000000005,0.36140000000000005,0.83,0.886,2
528,0.883,0.92,0.006,0.476,0.494,0.4134,0.839,0.896,2
529,0.824,0.876,0.007,0.444,0.36789999999999995,0.3861,0.839,0.819,2
530,0.816,0.903,0.006,0.399,0.2847,0.44200000000000006,0.796,0.837,2
531,0.835,0.867,0.007,0.427,0.2093,0.19369999999999998,0.779,0.819,1
532,0.835,0.875,0.008,0.484,0.3536,0.3341,0.796,0.837,1
533,0.862,0.898,0.008,0.48,0.4199,0.36140000000000005,0.822,0.858,1
534,0.881,0.927,0.008,0.435,0.4056,0.3861,0.83,0.886,1
535,0.907,0.954,0.008,0.399,0.4797,0.4134,0.863,0.944,2
536,0.937,0.934,0.007,0.363,0.3861,0.3003,0.872,0.952,1
537,0.907,0.891,0.008,0.472,0.1768,0.169,0.863,0.923,1
538,0.872,0.853,0.008,0.335,0.18589999999999998,0.169,0.835,0.875,1
539,0.884,0.894,0.007,0.278,0.18200000000000002,0.169,0.835,0.875,1
540,0.827,0.809,0.008,0.278,0.2522,0.44719999999999993,0.79,0.824,1
541,0.775,0.866,0.007,0.258,0.3588,0.4134,0.713,0.824,2
542,0.817,0.879,0.007,0.278,0.3211,0.2535,0.774,0.841,1
543,0.852,0.92,0.007,0.278,0.2184,0.22100000000000003,0.82,0.892,1
544,0.86,0.876,0.007,0.27,0.2184,0.169,0.79,0.892,1
545,0.834,0.815,0.007,0.278,0.3172,0.2782,0.79,0.875,2
546,0.769,0.741,0.008,0.278,0.2977,0.22100000000000003,0.744,0.755,1
547,0.75,0.742,0.009,0.278,0.16770000000000002,0.169,0.729,0.721,1
548,0.769,0.804,0.009,0.278,0.2522,0.22100000000000003,0.729,0.789,1
549,0.824,0.866,0.008,0.27,0.2743,0.30679999999999996,0.805,0.858,2
550,0.834,0.826,0.007,0.278,0.1625,0.19369999999999998,0.79,0.841,1
551,0.826,0.854,0.007,0.278,0.2054,0.22100000000000003,0.774,0.841,1
552,0.828,0.829,0.007,0.278,0.14429999999999998,0.19369999999999998,0.805,0.806,2
553,0.853,0.869,0.007,0.278,0.2704,0.2535,0.79,0.875,2
554,0.895,0.916,0.007,0.278,0.4238,0.36140000000000005,0.897,0.858,1
555,0.957,0.943,0.007,0.278,0.2522,0.19369999999999998,0.897,0.961,1
556,0.914,0.966,0.007,0.278,0.2379,0.22100000000000003,0.881,0.927,2
557,0.821,0.938,0.007,0.206,0.2704,0.19369999999999998,0.744,0.875,2
558,0.807,0.904,0.007,0.222,0.2054,0.169,0.774,0.858,2
559,0.83,0.915,0.008,0.274,0.18200000000000002,0.36140000000000005,0.759,0.841,2
560,0.812,0.856,0.008,0.278,0.26130000000000003,0.2782,0.79,0.789,1
561,0.821,0.835,0.008,0.278,0.33540000000000003,0.36140000000000005,0.759,0.824,1
562,0.789,0.796,0.009,0.278,0.2561,0.30679999999999996,0.759,0.772,1
563,0.789,0.832,0.009,0.278,0.18200000000000002,0.19369999999999998,0.744,0.806,1
564,0.787,0.865,0.009,0.278,0.3302,0.2535,0.774,0.806,2
565,0.824,0.881,0.009,0.266,0.2847,0.6409,0.79,0.824,2
566,0.841,0.89,0.008,0.278,0.2561,0.30679999999999996,0.805,0.858,1
567,0.795,0.825,0.009,0.278,0.2743,0.22100000000000003,0.774,0.824,1
568,0.775,0.829,0.009,0.278,0.16770000000000002,0.169,0.713,0.789,1
569,0.783,0.848,0.008,0.278,0.15339999999999998,0.11309999999999999,0.729,0.806,2
570,0.794,0.861,0.008,0.278,0.2327,0.2483,0.759,0.789,1
571,0.822,0.897,0.007,0.274,0.3913,0.30679999999999996,0.774,0.841,1
572,0.852,0.954,0.006,0.23,0.5265,0.5550999999999999,0.79,0.909,2
573,0.852,0.935,0.006,0.278,0.39649999999999996,0.4992,0.805,0.858,2
574,0.906,0.97,0.007,0.355,0.39649999999999996,0.3861,0.866,0.944,1
575,0.852,0.899,0.008,0.464,0.3588,0.5550999999999999,0.805,0.858,2
576,0.815,0.841,0.01,0.403,0.2002,0.19369999999999998,0.79,0.806,2
577,0.836,0.871,0.01,0.427,0.14950000000000002,0.19369999999999998,0.79,0.841,1
578,0.817,0.88,0.009,0.391,0.247,0.36140000000000005,0.774,0.858,1
579,0.758,0.841,0.008,0.395,0.2704,0.19369999999999998,0.683,0.824,1
580,0.772,0.853,0.009,0.238,0.13,0.169,0.759,0.772,1
581,0.812,0.87,0.009,0.319,0.2522,0.19369999999999998,0.79,0.806,1
582,0.848,0.888,0.008,0.347,0.1625,0.11309999999999999,0.805,0.858,1
583,0.807,0.845,0.009,0.427,0.2093,0.22100000000000003,0.79,0.806,1
584,0.762,0.845,0.009,0.387,0.2522,0.22100000000000003,0.729,0.824,2
585,0.767,0.885,0.008,0.206,0.2561,0.19369999999999998,0.698,0.824,1
586,0.798,0.896,0.008,0.218,0.27949999999999997,0.22100000000000003,0.744,0.858,2
587,0.829,0.937,0.008,0.327,0.2652,0.22100000000000003,0.744,0.892,2
588,0.816,0.918,0.009,0.29,0.2093,0.22100000000000003,0.774,0.858,1
589,0.845,0.929,0.008,0.383,0.36400000000000005,0.3861,0.82,0.858,1
590,0.845,0.935,0.008,0.286,0.377,0.3341,0.79,0.892,2
591,0.794,0.851,0.01,0.415,0.22879999999999998,0.169,0.744,0.806,1
592,0.79,0.841,0.01,0.444,0.1768,0.169,0.759,0.789,1
593,0.795,0.88,0.008,0.391,0.22359999999999997,0.169,0.759,0.824,2
594,0.82,0.907,0.008,0.415,0.2418,0.44719999999999993,0.79,0.841,2
595,0.803,0.891,0.008,0.347,0.22359999999999997,0.22100000000000003,0.774,0.841,2
596,0.823,0.906,0.009,0.242,0.22359999999999997,0.1404,0.79,0.841,2
597,0.836,0.896,0.009,0.238,0.16770000000000002,0.169,0.79,0.841,1
598,0.82,0.887,0.009,0.298,0.2327,0.19369999999999998,0.774,0.841,1
599,0.809,0.868,0.008,0.323,0.2938,0.2535,0.759,0.824,1
600,0.796,0.858,0.007,0.254,0.3263,0.3341,0.774,0.806,1
601,0.819,0.878,0.007,0.242,0.3497,0.2535,0.79,0.841,1
602,0.812,0.888,0.007,0.19,0.312,0.2782,0.774,0.841,2
603,0.834,0.901,0.007,0.274,0.3029,0.3341,0.805,0.841,1
604,0.841,0.889,0.008,0.226,0.3731,0.3341,0.79,0.858,1
605,0.821,0.863,0.008,0.185,0.28859999999999997,0.19369999999999998,0.79,0.824,1
606,0.804,0.876,0.007,0.194,0.1768,0.1404,0.759,0.841,2
607,0.771,0.86,0.007,0.262,0.3497,0.2535,0.698,0.824,1
608,0.759,0.804,0.008,0.29,0.14950000000000002,0.1404,0.79,0.738,1
609,0.792,0.822,0.008,0.423,0.247,0.2782,0.805,0.772,1
610,0.797,0.824,0.008,0.452,0.3406,0.4134,0.774,0.824,2
611,0.686,0.712,0.009,0.444,0.3029,0.2782,0.668,0.669,2
612,0.679,0.724,0.009,0.452,0.1963,0.19369999999999998,0.652,0.686,1
613,0.674,0.664,0.008,0.468,0.1963,0.169,0.683,0.669,1
614,0.667,0.709,0.007,0.395,0.2418,0.1404,0.652,0.721,2
615,0.717,0.743,0.007,0.395,0.3081,0.19369999999999998,0.683,0.738,1
616,0.702,0.738,0.009,0.419,0.2847,0.22100000000000003,0.683,0.704,1
617,0.702,0.766,0.009,0.415,0.3861,0.3341,0.652,0.738,1
618,0.701,0.779,0.008,0.278,0.5213,0.4992,0.637,0.755,2
619,0.699,0.742,0.006,0.367,0.4095,0.4134,0.698,0.669,1
620,0.702,0.701,0.007,0.411,0.4004,0.4134,0.698,0.704,1
621,0.701,0.714,0.007,0.431,0.1768,0.19369999999999998,0.698,0.669,1
622,0.713,0.783,0.007,0.379,0.34450000000000003,0.30679999999999996,0.668,0.755,2
623,0.653,0.696,0.009,0.427,0.1963,0.2782,0.637,0.635,1
624,0.66,0.742,0.008,0.355,0.28859999999999997,0.3341,0.622,0.721,2
625,0.622,0.718,0.006,0.234,0.4797,0.4134,0.561,0.669,2
626,0.595,0.641,0.007,0.399,0.43810000000000004,0.44719999999999993,0.591,0.601,1
627,0.643,0.643,0.008,0.48,0.28859999999999997,0.2535,0.668,0.618,1
628,0.682,0.715,0.008,0.48,0.247,0.2535,0.683,0.669,1
629,0.748,0.774,0.008,0.435,0.3172,0.3341,0.774,0.738,1
630,0.763,0.769,0.007,0.448,0.4797,0.4134,0.759,0.738,1
631,0.677,0.695,0.009,0.444,0.5589999999999999,0.5550999999999999,0.698,0.686,1
632,0.584,0.583,0.012,0.448,0.33540000000000003,0.22100000000000003,0.591,0.601,1
633,0.639,0.678,0.01,0.456,0.3913,0.3341,0.652,0.652,1
634,0.708,0.725,0.009,0.452,0.36789999999999995,0.3341,0.729,0.686,1
635,0.723,0.792,0.009,0.355,0.27949999999999997,0.19369999999999998,0.698,0.738,1
636,0.657,0.688,0.009,0.391,0.3497,0.30679999999999996,0.668,0.686,2
637,0.602,0.654,0.008,0.46,0.14429999999999998,0.11309999999999999,0.637,0.566,1
638,0.65,0.683,0.008,0.464,0.3497,0.4134,0.637,0.652,1
639,0.588,0.578,0.01,0.48,0.3172,0.2782,0.591,0.566,1
640,0.618,0.617,0.009,0.48,0.4368,0.44520000000000004,0.698,0.601,1
641,0.712,0.739,0.007,0.476,0.3416,0.33039999999999997,0.744,0.704,1
642,0.756,0.813,0.008,0.387,0.2002,0.2086,0.79,0.738,1
643,0.786,0.813,0.008,0.48,0.4214,0.4816,0.79,0.772,1
644,0.76,0.757,0.007,0.464,0.3164,0.3598,0.713,0.772,1
645,0.749,0.821,0.006,0.359,0.3164,0.4158,0.744,0.755,1
646,0.662,0.704,0.005,0.347,0.7532000000000001,0.6538,0.713,0.652,2
647,0.563,0.526,0.009,0.48,0.48719999999999997,0.44520000000000004,0.545,0.566,1
648,0.612,0.545,0.007,0.444,0.5726,0.5376000000000001,0.668,0.618,1
649,0.693,0.655,0.005,0.444,0.6076,0.4816,0.668,0.704,1
650,0.585,0.595,0.007,0.44,0.6719999999999999,0.4816,0.637,0.583,1
651,0.493,0.536,0.007,0.315,0.7028,0.7462000000000001,0.484,0.532,2
652,0.542,0.575,0.005,0.335,0.8624,0.8021999999999999,0.622,0.549,2
653,0.578,0.607,0.007,0.48,0.2506,0.38920000000000005,0.622,0.532,1
654,0.64,0.69,0.005,0.48,0.5012,0.4158,0.591,0.686,1
655,0.738,0.719,0.005,0.431,0.7182000000000001,0.7168,0.744,0.755,1
656,0.603,0.586,0.01,0.395,0.5068,0.3598,0.622,0.618,1
657,0.543,0.578,0.01,0.456,0.2716,0.2996,0.561,0.549,1
658,0.666,0.706,0.005,0.371,0.5866,0.5684,0.637,0.721,2
659,0.501,0.494,0.007,0.415,1.0,1.0,0.561,0.498,2
660,0.444,0.407,0.01,0.472,0.392,0.38920000000000005,0.393,0.498,1
661,0.432,0.452,0.009,0.48,0.301,0.33039999999999997,0.439,0.446,1
662,0.425,0.414,0.01,0.387,0.3962,0.33039999999999997,0.439,0.412,1
663,0.51,0.523,0.009,0.44,0.3206,0.44520000000000004,0.606,0.498,1
664,0.567,0.648,0.007,0.375,0.49139999999999995,0.3598,0.53,0.635,2
665,0.583,0.697,0.008,0.165,0.27580000000000005,0.2996,0.561,0.635,2
666,0.596,0.676,0.007,0.246,0.5670000000000001,0.6244000000000001,0.53,0.635,2
667,0.514,0.53,0.008,0.431,0.27580000000000005,0.273,0.545,0.532,1
668,0.512,0.518,0.009,0.395,0.6930000000000001,0.6902,0.484,0.549,1
669,0.462,0.5,0.009,0.391,0.3108,0.3598,0.423,0.515,1
670,0.384,0.441,0.01,0.407,0.4368,0.4158,0.393,0.446,1
671,0.371,0.438,0.012,0.355,0.2716,0.182,0.316,0.463,1
672,0.376,0.407,0.013,0.431,0.27580000000000005,0.182,0.332,0.446,1
673,0.385,0.465,0.013,0.298,0.3962,0.273,0.332,0.463,2
674,0.381,0.474,0.012,0.266,0.5614,0.5082,0.347,0.463,2
675,0.494,0.612,0.008,0.133,0.9478000000000001,0.6538,0.545,0.498,2
676,0.625,0.742,0.006,0.202,0.5726,0.5684,0.576,0.601,2
677,0.376,0.479,0.009,0.315,0.6719999999999999,0.4816,0.393,0.412,2
678,0.413,0.505,0.01,0.371,0.2212,0.23800000000000002,0.423,0.446,1
679,0.464,0.539,0.008,0.391,0.3962,0.33039999999999997,0.439,0.515,1
680,0.446,0.552,0.007,0.169,0.4466,0.33039999999999997,0.408,0.515,2
681,0.431,0.539,0.009,0.234,0.45640000000000003,0.4158,0.393,0.498,2
682,0.433,0.548,0.01,0.206,0.462,0.38920000000000005,0.393,0.498,2
683,0.469,0.6,0.007,0.048,0.4718,0.5082,0.423,0.463,2
684,0.289,0.396,0.011,0.266,0.7532000000000001,0.5376000000000001,0.301,0.343,2
685,0.269,0.371,0.011,0.403,0.3864,0.273,0.301,0.309,1
686,0.258,0.337,0.012,0.48,0.4018,0.2996,0.271,0.292,1
687,0.324,0.426,0.013,0.335,0.2716,0.273,0.316,0.378,1
688,0.402,0.478,0.01,0.339,0.3514,0.38920000000000005,0.515,0.395,1
689,0.475,0.577,0.007,0.278,0.5068,0.38920000000000005,0.423,0.549,2
690,0.428,0.533,0.006,0.29,0.5670000000000001,0.4158,0.393,0.48,1
691,0.392,0.484,0.007,0.359,0.40599999999999997,0.33039999999999997,0.393,0.412,1
692,0.372,0.485,0.007,0.294,0.3514,0.2996,0.362,0.412,1
693,0.363,0.467,0.009,0.282,0.3808,0.38920000000000005,0.377,0.36,1
694,0.414,0.518,0.009,0.399,0.3458,0.44520000000000004,0.393,0.48,1
695,0.371,0.477,0.006,0.246,0.4816,0.4816,0.393,0.395,1
696,0.452,0.517,0.005,0.423,0.3514,0.2996,0.469,0.498,1
697,0.448,0.498,0.007,0.48,0.3668,0.5082,0.469,0.429,1
698,0.419,0.478,0.009,0.407,0.4368,0.33039999999999997,0.408,0.463,1
699,0.403,0.48,0.008,0.371,0.3514,0.33039999999999997,0.454,0.446,1
700,0.48,0.563,0.005,0.331,0.2002,0.2996,0.484,0.498,1
701,0.456,0.562,0.006,0.185,0.33599999999999997,0.273,0.408,0.532,1
702,0.463,0.578,0.008,0.185,0.231,0.2996,0.454,0.463,1
703,0.485,0.592,0.009,0.258,0.28559999999999997,0.23800000000000002,0.469,0.532,2
704,0.452,0.582,0.009,0.093,0.392,0.2996,0.423,0.515,2
705,0.385,0.472,0.01,0.298,0.7728,0.6244000000000001,0.377,0.429,1
706,0.365,0.454,0.008,0.411,0.3668,0.5978,0.393,0.395,1
707,0.281,0.348,0.009,0.327,0.868,0.6902,0.316,0.326,1
708,0.188,0.275,0.009,0.218,1.0,0.7168,0.179,0.24,1
709,0.147,0.245,0.01,0.343,0.7476,0.5978,0.179,0.206,1
710,0.213,0.312,0.009,0.48,0.462,0.4158,0.332,0.206,1
