,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
1220,0.20040000000000002,0.0,0.076,0.298,0.004,0.268,0.682,1
1221,0.20040000000000002,0.021,0.044,0.28,0.003,0.246,0.682,1
1222,0.20040000000000002,0.043,0.051,0.259,0.003,0.295,0.668,1
1223,0.20040000000000002,0.064,0.051,0.222,0.003,0.288,0.688,1
1224,0.20040000000000002,0.085,0.044,0.194,0.003,0.247,0.754,1
1225,0.20040000000000002,0.106,0.044,0.171,0.002,0.233,0.766,1
1226,0.20040000000000002,0.128,0.044,0.148,0.002,0.18,0.81,1
1227,0.20040000000000002,0.149,0.04,0.128,0.002,0.12,0.822,1
1228,0.20040000000000002,0.17,0.046,0.116,0.002,0.102,0.832,1
1229,0.20040000000000002,0.191,0.066,0.134,0.002,0.09,0.832,1
1230,0.20040000000000002,0.213,0.045,0.167,0.002,0.102,0.832,1
1231,0.20040000000000002,0.234,0.027,0.21,0.002,0.131,0.831,2
1232,0.20040000000000002,0.255,0.059,0.3,0.003,0.189,0.81,1
1233,0.20040000000000002,0.277,0.035,0.378,0.002,0.252,0.696,2
1234,0.20040000000000002,0.298,0.024,0.388,0.002,0.294,0.581,2
1235,0.20040000000000002,0.319,0.029,0.446,0.002,0.347,0.565,2
1236,0.20040000000000002,0.34,0.04,0.479,0.003,0.394,0.482,2
1237,0.20040000000000002,0.362,0.045,0.5,0.003,0.42,0.489,1
1238,0.20040000000000002,0.383,0.064,0.545,0.005,0.441,0.536,1
1239,0.20040000000000002,0.404,0.074,0.56,0.005,0.447,0.485,1
1240,0.20040000000000002,0.426,0.078,0.552,0.005,0.446,0.492,1
1241,0.20040000000000002,0.447,0.064,0.535,0.004,0.447,0.499,1
1242,0.20040000000000002,0.468,0.087,0.525,0.006,0.461,0.49,1
1243,0.20040000000000002,0.489,0.087,0.52,0.006,0.464,0.503,1
1244,0.20040000000000002,0.511,0.085,0.516,0.006,0.462,0.502,1
1245,0.20040000000000002,0.532,0.086,0.51,0.006,0.461,0.504,1
1246,0.20040000000000002,0.553,0.087,0.504,0.006,0.473,0.484,1
1247,0.20040000000000002,0.574,0.084,0.5,0.006,0.478,0.482,1
1248,0.20040000000000002,0.596,0.083,0.494,0.005,0.476,0.462,1
1249,0.20040000000000002,0.617,0.079,0.493,0.005,0.473,0.477,1
1250,0.20040000000000002,0.638,0.082,0.481,0.006,0.471,0.501,1
1251,0.20040000000000002,0.66,0.08,0.493,0.005,0.467,0.52,1
1252,0.20040000000000002,0.681,0.079,0.49,0.005,0.467,0.539,1
1253,0.20040000000000002,0.702,0.087,0.492,0.006,0.474,0.482,1
1254,0.20040000000000002,0.723,0.069,0.503,0.005,0.485,0.436,1
1255,0.20040000000000002,0.745,0.055,0.498,0.004,0.48,0.436,2
1256,0.20040000000000002,0.766,0.066,0.557,0.004,0.476,0.464,1
1257,0.20040000000000002,0.787,0.079,0.561,0.005,0.51,0.426,1
1258,0.20040000000000002,0.809,0.049,0.52,0.003,0.496,0.428,2
1259,0.20040000000000002,0.83,0.043,0.469,0.003,0.45,0.382,2
1260,0.20040000000000002,0.851,0.043,0.454,0.003,0.407,0.411,2
1261,0.20040000000000002,0.872,0.041,0.431,0.003,0.369,0.429,2
1262,0.20040000000000002,0.894,0.039,0.4,0.003,0.333,0.431,2
1263,0.20040000000000002,0.915,0.034,0.364,0.002,0.301,0.443,2
1264,0.20040000000000002,0.936,0.041,0.402,0.003,0.28,0.56,2
1265,0.20040000000000002,0.957,0.043,0.428,0.003,0.272,0.538,2
1266,0.20040000000000002,0.979,0.085,0.443,0.006,0.374,0.493,1
1267,0.20040000000000002,1.0,0.062,0.427,0.004,0.365,0.519,1
1268,0.3996,0.0,0.081,0.437,0.005,0.321,0.555,1
1269,0.3996,0.021,0.064,0.413,0.004,0.286,0.628,1
1270,0.3996,0.043,0.065,0.384,0.004,0.332,0.571,1
1271,0.3996,0.064,0.046,0.339,0.003,0.298,0.581,2
1272,0.3996,0.085,0.041,0.282,0.003,0.251,0.6,2
1273,0.3996,0.106,0.036,0.238,0.002,0.205,0.676,2
1274,0.3996,0.128,0.03,0.186,0.002,0.164,0.662,2
1275,0.3996,0.149,0.036,0.17,0.002,0.133,0.746,2
1276,0.3996,0.17,0.044,0.164,0.003,0.12,0.81,2
1277,0.3996,0.191,0.029,0.155,0.002,0.106,0.756,2
1278,0.3996,0.213,0.041,0.182,0.003,0.117,0.782,2
1279,0.3996,0.234,0.038,0.224,0.002,0.162,0.759,2
1280,0.3996,0.255,0.068,0.314,0.004,0.203,0.736,1
1281,0.3996,0.277,0.065,0.348,0.002,0.267,0.629,1
1282,0.3996,0.298,0.033,0.358,0.002,0.304,0.48,2
1283,0.3996,0.319,0.043,0.389,0.003,0.364,0.476,2
1284,0.3996,0.34,0.048,0.472,0.003,0.411,0.448,2
1285,0.3996,0.362,0.077,0.499,0.005,0.441,0.461,1
1286,0.3996,0.383,0.088,0.551,0.006,0.456,0.491,1
1287,0.3996,0.404,0.087,0.573,0.006,0.453,0.545,1
1288,0.3996,0.426,0.085,0.565,0.006,0.457,0.554,1
1289,0.3996,0.447,0.087,0.554,0.006,0.468,0.552,1
1290,0.3996,0.468,0.087,0.55,0.006,0.468,0.512,1
1291,0.3996,0.489,0.087,0.553,0.006,0.473,0.528,1
1292,0.3996,0.511,0.087,0.552,0.006,0.468,0.547,1
1293,0.3996,0.532,0.089,0.552,0.006,0.467,0.518,1
1294,0.3996,0.553,0.088,0.551,0.006,0.475,0.547,1
1295,0.3996,0.574,0.097,0.553,0.006,0.473,0.643,1
1296,0.3996,0.596,0.107,0.55,0.007,0.466,0.639,1
1297,0.3996,0.617,0.127,0.547,0.008,0.461,0.639,1
1298,0.3996,0.638,0.117,0.543,0.008,0.449,0.683,1
1299,0.3996,0.66,0.096,0.545,0.006,0.427,0.673,1
1300,0.3996,0.681,0.092,0.543,0.006,0.453,0.616,1
1301,0.3996,0.702,0.091,0.542,0.006,0.465,0.634,1
1302,0.3996,0.723,0.089,0.533,0.006,0.481,0.536,1
1303,0.3996,0.745,0.087,0.535,0.006,0.493,0.554,1
1304,0.3996,0.766,0.051,0.553,0.003,0.491,0.568,2
1305,0.3996,0.787,0.073,0.567,0.005,0.519,0.515,1
1306,0.3996,0.809,0.043,0.529,0.003,0.494,0.45,2
1307,0.3996,0.83,0.043,0.486,0.003,0.453,0.44,2
1308,0.3996,0.851,0.044,0.46,0.003,0.409,0.455,2
1309,0.3996,0.872,0.042,0.435,0.003,0.373,0.471,2
1310,0.3996,0.894,0.038,0.394,0.003,0.335,0.483,2
1311,0.3996,0.915,0.028,0.368,0.002,0.305,0.508,2
1312,0.3996,0.936,0.042,0.407,0.003,0.287,0.625,2
1313,0.3996,0.957,0.044,0.424,0.003,0.277,0.611,2
1314,0.3996,0.979,0.088,0.436,0.006,0.369,0.576,1
1315,0.3996,1.0,0.047,0.431,0.003,0.362,0.582,2
1316,0.6,0.0,0.048,0.419,0.003,0.324,0.631,2
1317,0.6,0.021,0.047,0.396,0.003,0.287,0.629,2
1318,0.6,0.043,0.047,0.366,0.003,0.329,0.554,2
1319,0.6,0.064,0.044,0.312,0.003,0.299,0.588,2
1320,0.6,0.085,0.035,0.261,0.002,0.245,0.639,2
1321,0.6,0.106,0.034,0.216,0.002,0.205,0.719,2
1322,0.6,0.128,0.025,0.176,0.002,0.161,0.747,2
1323,0.6,0.149,0.024,0.151,0.002,0.134,0.786,2
1324,0.6,0.17,0.026,0.141,0.002,0.115,0.802,2
1325,0.6,0.191,0.028,0.15,0.002,0.109,0.781,2
1326,0.6,0.213,0.034,0.177,0.002,0.122,0.828,2
1327,0.6,0.234,0.034,0.218,0.002,0.155,0.752,2
1328,0.6,0.255,0.043,0.299,0.003,0.213,0.698,2
1329,0.6,0.277,0.041,0.371,0.003,0.283,0.603,2
1330,0.6,0.298,0.028,0.385,0.002,0.318,0.581,2
1331,0.6,0.319,0.044,0.444,0.003,0.375,0.482,2
1332,0.6,0.34,0.053,0.482,0.004,0.419,0.47,2
1333,0.6,0.362,0.059,0.517,0.004,0.44,0.545,2
1334,0.6,0.383,0.087,0.573,0.006,0.454,0.579,1
1335,0.6,0.404,0.087,0.593,0.006,0.446,0.614,1
1336,0.6,0.426,0.087,0.582,0.006,0.441,0.666,1
1337,0.6,0.447,0.085,0.577,0.006,0.444,0.684,1
1338,0.6,0.468,0.089,0.578,0.006,0.449,0.629,1
1339,0.6,0.489,0.087,0.582,0.006,0.454,0.632,1
1340,0.6,0.511,0.123,0.579,0.008,0.446,0.673,1
1341,0.6,0.532,0.135,0.579,0.008,0.445,0.664,1
1342,0.6,0.553,0.15,0.58,0.01,0.452,0.639,1
1343,0.6,0.574,0.15,0.58,0.01,0.452,0.652,1
1344,0.65,0.596,0.15,0.58,0.01,0.45,0.643,1
1345,0.65,0.617,0.117,0.574,0.008,0.444,0.628,1
1346,0.65,0.638,0.087,0.569,0.006,0.443,0.628,1
1347,0.65,0.66,0.087,0.572,0.006,0.442,0.662,1
1348,0.65,0.681,0.087,0.566,0.006,0.445,0.632,1
1349,0.65,0.702,0.084,0.56,0.006,0.455,0.628,1
1350,0.65,0.723,0.063,0.541,0.004,0.469,0.568,2
1351,0.65,0.745,0.046,0.539,0.003,0.476,0.534,2
1352,0.65,0.766,0.056,0.565,0.004,0.483,0.498,2
1353,0.65,0.787,0.079,0.578,0.005,0.512,0.433,1
1354,0.65,0.809,0.053,0.536,0.004,0.502,0.335,2
1355,0.65,0.83,0.042,0.494,0.003,0.461,0.357,2
1356,0.65,0.851,0.043,0.462,0.003,0.417,0.357,2
1357,0.65,0.872,0.042,0.438,0.003,0.375,0.409,2
1358,0.65,0.894,0.041,0.407,0.003,0.346,0.458,2
1359,0.65,0.915,0.04,0.374,0.003,0.303,0.462,2
1360,0.65,0.936,0.044,0.412,0.003,0.298,0.545,2
1361,0.65,0.957,0.044,0.426,0.003,0.288,0.516,2
1362,0.65,0.979,0.086,0.437,0.006,0.376,0.457,1
1363,0.65,1.0,0.055,0.435,0.004,0.369,0.538,2
1364,0.8671,0.0,0.044,0.42,0.003,0.33,0.541,2
1365,0.8671,0.021,0.043,0.397,0.003,0.288,0.523,2
1366,0.8671,0.043,0.044,0.36,0.003,0.335,0.47,2
1367,0.8671,0.064,0.049,0.307,0.003,0.309,0.507,2
1368,0.8671,0.085,0.034,0.256,0.002,0.258,0.53,2
1369,0.8671,0.106,0.031,0.212,0.002,0.211,0.605,2
1370,0.8671,0.128,0.031,0.179,0.002,0.169,0.625,2
1371,0.8671,0.149,0.026,0.157,0.002,0.137,0.666,2
1372,0.8671,0.17,0.035,0.146,0.002,0.115,0.668,2
1373,0.8671,0.191,0.03,0.152,0.002,0.106,0.677,2
1374,0.8671,0.213,0.034,0.181,0.002,0.119,0.67,2
1375,0.8671,0.234,0.04,0.219,0.003,0.152,0.626,2
1376,0.8671,0.255,0.046,0.299,0.003,0.222,0.627,2
1377,0.8671,0.277,0.05,0.37,0.003,0.3,0.549,2
1378,0.8671,0.298,0.047,0.382,0.003,0.343,0.579,2
1379,0.8671,0.319,0.086,0.44,0.006,0.409,0.516,1
1380,0.8671,0.34,0.09,0.483,0.006,0.462,0.478,1
1381,0.8671,0.362,0.09,0.513,0.006,0.491,0.425,1
1382,0.8671,0.383,0.092,0.575,0.006,0.501,0.389,1
1383,0.8671,0.404,0.093,0.599,0.006,0.508,0.436,1
1384,0.8671,0.426,0.093,0.599,0.006,0.512,0.454,1
1385,0.8671,0.447,0.091,0.593,0.006,0.514,0.375,1
1386,0.8671,0.468,0.091,0.595,0.006,0.516,0.414,1
1387,0.8671,0.489,0.133,0.607,0.009,0.522,0.441,1
1388,0.8671,0.511,0.138,0.612,0.009,0.519,0.45,1
1389,0.8671,0.532,0.138,0.612,0.009,0.523,0.442,1
1390,0.8671,0.553,0.15,0.616,0.01,0.536,0.393,1
1391,0.8671,0.574,0.151,0.624,0.01,0.533,0.392,1
1392,0.8671,0.596,0.173,0.623,0.012,0.53,0.452,1
1393,0.8671,0.617,0.16,0.617,0.011,0.528,0.41,1
1394,0.8671,0.638,0.197,0.618,0.013,0.53,0.413,1
1395,0.8671,0.66,0.208,0.623,0.014,0.528,0.43,1
1396,0.8671,0.681,0.15,0.619,0.01,0.534,0.452,1
1397,0.8671,0.702,0.153,0.616,0.01,0.547,0.485,1
1398,0.8671,0.723,0.137,0.597,0.009,0.561,0.485,1
1399,0.8671,0.745,0.132,0.597,0.009,0.576,0.457,1
1400,0.8671,0.766,0.127,0.606,0.009,0.578,0.455,1
1401,0.8671,0.787,0.18,0.632,0.012,0.571,0.469,1
1402,0.8671,0.809,0.084,0.592,0.006,0.531,0.507,2
1403,0.8671,0.83,0.07,0.553,0.005,0.489,0.515,2
1404,0.8671,0.851,0.05,0.519,0.003,0.446,0.468,2
1405,0.8671,0.872,0.048,0.486,0.003,0.41,0.465,2
1406,0.8671,0.894,0.043,0.44,0.003,0.365,0.453,2
1407,0.8671,0.915,0.04,0.393,0.003,0.324,0.481,2
1408,0.8671,0.936,0.073,0.427,0.005,0.301,0.582,2
1409,0.8671,0.957,0.043,0.44,0.003,0.296,0.529,2
1410,0.8671,0.979,0.068,0.446,0.005,0.388,0.449,2
1411,0.8671,1.0,0.06,0.433,0.004,0.375,0.433,2
1412,1.0,0.0,0.052,0.409,0.004,0.321,0.462,2
1413,1.0,0.021,0.043,0.383,0.003,0.284,0.426,2
1414,1.0,0.043,0.044,0.342,0.003,0.322,0.377,2
1415,1.0,0.064,0.035,0.284,0.002,0.296,0.496,2
1416,1.0,0.085,0.029,0.234,0.002,0.243,0.545,2
1417,1.0,0.106,0.03,0.192,0.002,0.196,0.504,2
1418,1.0,0.128,0.027,0.158,0.002,0.153,0.601,2
1419,1.0,0.149,0.027,0.141,0.002,0.125,0.625,2
1420,1.0,0.17,0.022,0.132,0.001,0.105,0.677,2
1421,1.0,0.191,0.022,0.138,0.001,0.101,0.697,2
1422,1.0,0.213,0.027,0.165,0.002,0.113,0.651,2
1423,1.0,0.234,0.031,0.201,0.002,0.146,0.599,2
1424,1.0,0.255,0.044,0.283,0.003,0.215,0.572,2
1425,1.0,0.277,0.044,0.355,0.003,0.286,0.487,2
1426,1.0,0.298,0.018,0.372,0.002,0.329,0.428,2
1427,1.0,0.319,0.043,0.435,0.003,0.391,0.431,2
1428,1.0,0.34,0.061,0.486,0.004,0.439,0.449,2
1429,1.0,0.362,0.084,0.525,0.006,0.473,0.479,2
1430,1.0,0.383,0.087,0.585,0.006,0.485,0.451,1
1431,1.0,0.404,0.088,0.606,0.006,0.481,0.5,1
1432,1.0,0.426,0.153,0.605,0.01,0.479,0.421,1
1433,1.0,0.447,0.153,0.606,0.01,0.481,0.455,1
1434,1.0,0.468,0.136,0.612,0.009,0.485,0.443,1
1435,1.0,0.489,0.15,0.619,0.01,0.488,0.436,1
1436,1.0,0.511,0.15,0.616,0.01,0.48,0.496,1
1437,1.0,0.532,0.162,0.616,0.011,0.46,0.543,1
1438,1.0,0.553,0.154,0.61,0.011,0.471,0.507,1
1439,1.0,0.574,0.161,0.601,0.011,0.463,0.486,1
1440,1.0,0.596,0.167,0.595,0.011,0.455,0.55,1
1441,1.0,0.617,0.156,0.588,0.011,0.448,0.62,1
1442,1.0,0.638,0.146,0.58,0.01,0.44,0.593,1
1443,1.0,0.66,0.085,0.574,0.006,0.437,0.631,2
1444,1.0,0.681,0.15,0.569,0.01,0.442,0.604,1
1445,1.0,0.702,0.068,0.565,0.005,0.451,0.573,2
1446,1.0,0.723,0.072,0.545,0.005,0.477,0.56,2
1447,1.0,0.745,0.068,0.54,0.005,0.487,0.53,2
1448,1.0,0.766,0.075,0.553,0.005,0.499,0.538,2
1449,1.0,0.787,0.076,0.56,0.005,0.521,0.489,2
1450,1.0,0.809,0.045,0.522,0.003,0.495,0.432,2
1451,1.0,0.83,0.043,0.48,0.003,0.456,0.428,2
1452,1.0,0.851,0.042,0.453,0.003,0.414,0.449,2
1453,1.0,0.872,0.042,0.427,0.003,0.386,0.474,2
1454,1.0,0.894,0.041,0.389,0.003,0.337,0.537,2
1455,1.0,0.915,0.035,0.35,0.002,0.298,0.586,2
1456,1.0,0.936,0.06,0.401,0.004,0.287,0.575,2
1457,1.0,0.957,0.042,0.422,0.003,0.279,0.482,2
1458,1.0,0.979,0.075,0.444,0.005,0.382,0.491,2
1459,1.0,1.0,0.061,0.429,0.004,0.378,0.506,2
1460,1.0,0.0,0.051,0.396,0.003,0.34,0.503,2
1461,1.0,0.021,0.051,0.383,0.003,0.297,0.497,2
1462,1.0,0.043,0.044,0.342,0.003,0.334,0.446,2
1463,1.0,0.064,0.041,0.284,0.003,0.296,0.525,2
1464,1.0,0.085,0.039,0.23,0.003,0.247,0.566,2
1465,1.0,0.106,0.031,0.179,0.002,0.206,0.593,2
1466,1.0,0.128,0.029,0.142,0.002,0.155,0.693,2
1467,1.0,0.149,0.024,0.121,0.002,0.124,0.726,2
1468,1.0,0.17,0.026,0.102,0.002,0.096,0.745,2
1469,1.0,0.191,0.024,0.101,0.002,0.079,0.75,2
1470,1.0,0.213,0.025,0.107,0.002,0.075,0.78,2
1471,1.0,0.234,0.026,0.117,0.002,0.084,0.775,2
1472,1.0,0.255,0.027,0.152,0.002,0.107,0.746,2
1473,1.0,0.277,0.031,0.195,0.002,0.136,0.702,2
1474,1.0,0.298,0.032,0.231,0.002,0.154,0.716,2
1475,1.0,0.319,0.041,0.287,0.003,0.193,0.675,2
1476,1.0,0.34,0.043,0.333,0.003,0.228,0.665,2
1477,1.0,0.362,0.044,0.365,0.003,0.256,0.638,2
1478,1.0,0.383,0.06,0.409,0.004,0.281,0.63,2
1479,1.0,0.404,0.058,0.418,0.004,0.28,0.651,2
1480,1.0,0.426,0.05,0.406,0.003,0.277,0.642,2
1481,1.0,0.447,0.046,0.399,0.003,0.267,0.682,2
1482,1.0,0.468,0.048,0.391,0.003,0.258,0.711,2
1483,1.0,0.489,0.047,0.386,0.003,0.258,0.709,2
1484,1.0,0.511,0.045,0.384,0.003,0.248,0.704,2
1485,1.0,0.532,0.04,0.376,0.003,0.234,0.69,2
1486,1.0,0.553,0.037,0.369,0.002,0.221,0.689,2
1487,1.0,0.574,0.041,0.363,0.003,0.214,0.668,2
1488,1.0,0.596,0.041,0.363,0.003,0.204,0.679,2
1489,1.0,0.617,0.04,0.36,0.003,0.194,0.698,2
1490,1.0,0.638,0.038,0.354,0.002,0.189,0.728,2
1491,1.0,0.66,0.038,0.355,0.003,0.194,0.679,2
1492,1.0,0.681,0.037,0.353,0.002,0.204,0.69,2
1493,1.0,0.702,0.033,0.359,0.002,0.224,0.649,2
1494,1.0,0.723,0.037,0.349,0.002,0.252,0.593,2
1495,1.0,0.745,0.042,0.369,0.003,0.286,0.565,2
1496,1.0,0.766,0.063,0.425,0.004,0.338,0.533,1
1497,1.0,0.787,0.075,0.454,0.005,0.396,0.536,1
1498,1.0,0.809,0.072,0.431,0.005,0.398,0.503,1
1499,1.0,0.83,0.048,0.397,0.003,0.369,0.522,1
1500,1.0,0.851,0.047,0.374,0.003,0.342,0.538,1
1501,1.0,0.872,0.042,0.347,0.003,0.314,0.528,2
1502,1.0,0.894,0.04,0.326,0.003,0.284,0.568,2
1503,1.0,0.915,0.036,0.305,0.002,0.262,0.581,2
1504,1.0,0.936,0.044,0.33,0.003,0.256,0.567,1
1505,1.0,0.957,0.042,0.335,0.003,0.258,0.507,2
1506,1.0,0.979,0.07,0.34,0.005,0.357,0.429,1
1507,1.0,1.0,0.045,0.308,0.003,0.353,0.449,1
1508,0.0,0.0,0.041,0.284,0.003,0.314,0.466,2
1509,0.0,0.021,0.038,0.238,0.003,0.268,0.515,2
1510,0.0,0.043,0.041,0.207,0.003,0.316,0.454,2
1511,0.0,0.064,0.031,0.174,0.002,0.284,0.498,2
1512,0.0,0.085,0.028,0.136,0.002,0.233,0.555,2
1513,0.0,0.106,0.027,0.11,0.002,0.185,0.593,2
1514,0.0,0.128,0.025,0.086,0.002,0.144,0.641,2
1515,0.0,0.149,0.021,0.072,0.001,0.11,0.668,2
1516,0.0,0.17,0.021,0.068,0.001,0.082,0.686,2
1517,0.0,0.191,0.022,0.068,0.001,0.064,0.693,2
1518,0.0,0.213,0.022,0.071,0.001,0.049,0.7,2
1519,0.0,0.234,0.02,0.073,0.001,0.045,0.693,2
1520,0.0,0.255,0.024,0.099,0.002,0.045,0.7,2
1521,0.0,0.277,0.025,0.127,0.002,0.066,0.695,2
1522,0.0,0.298,0.023,0.158,0.001,0.068,0.762,2
1523,0.0,0.319,0.027,0.202,0.002,0.104,0.699,2
1524,0.0,0.34,0.03,0.243,0.002,0.147,0.63,2
1525,0.0,0.362,0.03,0.278,0.002,0.185,0.568,2
1526,0.0,0.383,0.031,0.317,0.002,0.205,0.584,2
1527,0.0,0.404,0.034,0.331,0.002,0.217,0.569,2
1528,0.0,0.426,0.033,0.33,0.002,0.227,0.575,2
1529,0.0,0.447,0.032,0.321,0.002,0.223,0.562,2
1530,0.0,0.468,0.031,0.312,0.002,0.223,0.568,2
1531,0.0,0.489,0.031,0.31,0.002,0.226,0.571,2
1532,0.0,0.511,0.03,0.302,0.002,0.224,0.572,2
1533,0.0,0.532,0.03,0.294,0.002,0.211,0.585,2
1534,0.0,0.553,0.032,0.284,0.002,0.206,0.585,2
1535,0.0,0.574,0.03,0.269,0.002,0.191,0.569,2
1536,0.0,0.596,0.028,0.262,0.002,0.177,0.618,2
1537,0.0,0.617,0.027,0.256,0.002,0.171,0.66,2
1538,0.0,0.638,0.027,0.25,0.002,0.166,0.648,2
1539,0.0,0.66,0.027,0.247,0.002,0.167,0.624,2
1540,0.0,0.681,0.027,0.236,0.002,0.175,0.584,2
1541,0.0,0.702,0.028,0.247,0.002,0.201,0.53,2
1542,0.0,0.723,0.028,0.243,0.002,0.231,0.504,2
1543,0.0,0.745,0.034,0.281,0.002,0.284,0.507,2
1544,0.0,0.766,0.042,0.333,0.003,0.344,0.455,1
1545,0.0,0.787,0.056,0.367,0.004,0.432,0.398,1
1546,0.0,0.809,0.044,0.347,0.003,0.453,0.34,1
1547,0.0,0.83,0.048,0.327,0.003,0.438,0.364,1
1548,0.0,0.851,0.041,0.312,0.003,0.413,0.357,1
1549,0.0,0.872,0.04,0.298,0.003,0.386,0.399,1
1550,0.0,0.894,0.033,0.271,0.002,0.343,0.43,2
1551,0.0,0.915,0.031,0.247,0.002,0.298,0.451,2
1552,0.0,0.936,0.037,0.28,0.002,0.271,0.498,1
1553,0.0,0.957,0.03,0.286,0.002,0.254,0.476,2
1554,0.0,0.979,0.043,0.293,0.003,0.329,0.404,1
1555,0.0,1.0,0.034,0.267,0.002,0.317,0.409,1
1556,0.21710000000000002,0.0,0.028,0.249,0.002,0.285,0.41,2
1557,0.21710000000000002,0.021,0.028,0.222,0.002,0.261,0.424,2
1558,0.21710000000000002,0.043,0.03,0.188,0.002,0.317,0.358,2
1559,0.21710000000000002,0.064,0.03,0.165,0.002,0.292,0.403,2
1560,0.21710000000000002,0.085,0.027,0.132,0.002,0.257,0.453,2
1561,0.21710000000000002,0.106,0.026,0.102,0.002,0.217,0.514,2
1562,0.21710000000000002,0.128,0.024,0.08,0.002,0.178,0.521,2
1563,0.21710000000000002,0.149,0.023,0.069,0.002,0.144,0.582,2
1564,0.21710000000000002,0.17,0.025,0.057,0.002,0.125,0.583,2
1565,0.21710000000000002,0.191,0.024,0.064,0.002,0.115,0.594,2
1566,0.21710000000000002,0.213,0.025,0.073,0.002,0.128,0.576,2
1567,0.21710000000000002,0.234,0.026,0.073,0.002,0.161,0.483,2
1568,0.21710000000000002,0.255,0.034,0.109,0.002,0.241,0.461,1
1569,0.21710000000000002,0.277,0.042,0.144,0.003,0.353,0.354,1
1570,0.21710000000000002,0.298,0.036,0.164,0.003,0.422,0.258,1
1571,0.21710000000000002,0.319,0.044,0.207,0.003,0.493,0.206,1
1572,0.21710000000000002,0.34,0.049,0.255,0.004,0.524,0.22,1
1573,0.21710000000000002,0.362,0.042,0.279,0.003,0.515,0.221,1
1574,0.21710000000000002,0.383,0.047,0.334,0.003,0.516,0.238,1
1575,0.21710000000000002,0.404,0.043,0.357,0.003,0.508,0.248,1
1576,0.21710000000000002,0.426,0.043,0.355,0.003,0.494,0.253,1
1577,0.21710000000000002,0.447,0.043,0.351,0.003,0.49,0.23,1
1578,0.21710000000000002,0.468,0.042,0.345,0.003,0.479,0.282,1
1579,0.21710000000000002,0.489,0.043,0.34,0.003,0.475,0.268,1
1580,0.21710000000000002,0.511,0.043,0.336,0.003,0.463,0.318,1
1581,0.21710000000000002,0.532,0.044,0.323,0.003,0.452,0.314,1
1582,0.21710000000000002,0.553,0.043,0.314,0.003,0.457,0.305,1
1583,0.21710000000000002,0.574,0.043,0.306,0.003,0.455,0.293,1
1584,0.21710000000000002,0.596,0.044,0.297,0.003,0.444,0.318,1
1585,0.21710000000000002,0.617,0.042,0.288,0.003,0.434,0.283,1
1586,0.21710000000000002,0.638,0.043,0.285,0.003,0.431,0.326,1
1587,0.21710000000000002,0.66,0.043,0.286,0.003,0.442,0.306,1
1588,0.21710000000000002,0.681,0.047,0.286,0.003,0.473,0.24,1
1589,0.21710000000000002,0.702,0.062,0.308,0.004,0.512,0.257,1
1590,0.21710000000000002,0.723,0.066,0.326,0.005,0.566,0.239,1
1591,0.21710000000000002,0.745,0.086,0.368,0.006,0.622,0.21,1
1592,0.21710000000000002,0.766,0.092,0.418,0.006,0.661,0.115,1
1593,0.21710000000000002,0.787,0.092,0.439,0.007,0.672,0.153,1
1594,0.21710000000000002,0.809,0.086,0.407,0.006,0.647,0.197,1
1595,0.21710000000000002,0.83,0.077,0.378,0.005,0.607,0.2,1
1596,0.21710000000000002,0.851,0.052,0.356,0.004,0.56,0.278,1
1597,0.21710000000000002,0.872,0.043,0.335,0.003,0.511,0.296,2
1598,0.21710000000000002,0.894,0.041,0.314,0.003,0.454,0.31,2
1599,0.21710000000000002,0.915,0.032,0.286,0.002,0.404,0.397,2
1600,0.21710000000000002,0.936,0.038,0.316,0.003,0.362,0.433,2
1601,0.21710000000000002,0.957,0.035,0.325,0.002,0.327,0.425,2
1602,0.21710000000000002,0.979,0.068,0.345,0.005,0.424,0.457,1
1603,0.21710000000000002,1.0,0.046,0.341,0.003,0.417,0.482,1
1604,0.4329,0.0,0.043,0.327,0.003,0.376,0.395,2
1605,0.4329,0.021,0.039,0.309,0.003,0.343,0.387,2
1606,0.4329,0.043,0.049,0.28,0.003,0.4,0.351,1
1607,0.4329,0.064,0.038,0.242,0.003,0.371,0.325,2
1608,0.4329,0.085,0.036,0.205,0.002,0.321,0.432,2
1609,0.4329,0.106,0.038,0.17,0.003,0.273,0.475,2
1610,0.4329,0.128,0.033,0.143,0.002,0.228,0.492,2
1611,0.4329,0.149,0.028,0.123,0.002,0.19,0.508,2
1612,0.4329,0.17,0.04,0.122,0.003,0.168,0.588,2
1613,0.4329,0.191,0.032,0.129,0.002,0.161,0.602,2
1614,0.4329,0.213,0.034,0.152,0.002,0.176,0.568,2
1615,0.4329,0.234,0.043,0.195,0.003,0.216,0.541,2
1616,0.4329,0.255,0.047,0.277,0.003,0.309,0.53,1
1617,0.4329,0.277,0.062,0.344,0.004,0.417,0.342,1
1618,0.4329,0.298,0.067,0.357,0.005,0.48,0.346,1
1619,0.4329,0.319,0.086,0.422,0.006,0.549,0.349,1
1620,0.4329,0.34,0.089,0.463,0.006,0.579,0.304,1
1621,0.4329,0.362,0.09,0.497,0.006,0.578,0.276,1
1622,0.4329,0.383,0.143,0.555,0.01,0.591,0.325,1
1623,0.4329,0.404,0.174,0.573,0.012,0.577,0.341,1
1624,0.4329,0.426,0.163,0.564,0.011,0.577,0.313,1
