,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
1049,0.667,0.087,0.447,0.528,0.006,0.548,0.493,1
1050,0.667,0.087,0.468,0.518,0.006,0.551,0.467,1
1051,0.667,0.087,0.489,0.514,0.006,0.55,0.499,1
1052,0.667,0.087,0.511,0.504,0.006,0.538,0.526,1
1053,0.667,0.087,0.532,0.492,0.006,0.529,0.55,1
1054,0.667,0.087,0.553,0.49,0.006,0.551,0.545,1
1055,0.667,0.081,0.574,0.485,0.005,0.546,0.534,1
1056,0.667,0.056,0.596,0.48,0.004,0.531,0.547,2
1057,0.667,0.055,0.617,0.472,0.004,0.518,0.502,2
1058,0.667,0.053,0.638,0.468,0.004,0.504,0.53,2
1059,0.667,0.043,0.66,0.476,0.003,0.502,0.493,2
1060,0.667,0.044,0.681,0.485,0.003,0.493,0.51,2
1061,0.667,0.049,0.702,0.505,0.003,0.505,0.506,2
1062,0.667,0.087,0.723,0.522,0.006,0.52,0.568,1
1063,0.667,0.086,0.745,0.569,0.006,0.541,0.544,1
1064,0.667,0.078,0.766,0.586,0.005,0.564,0.479,1
1065,0.667,0.09,0.787,0.603,0.006,0.615,0.43,1
1066,0.667,0.04,0.809,0.57,0.003,0.603,0.425,2
1067,0.667,0.047,0.83,0.537,0.003,0.577,0.376,2
1068,0.667,0.06,0.851,0.522,0.004,0.554,0.439,2
1069,0.667,0.044,0.872,0.501,0.003,0.524,0.435,2
1070,0.667,0.042,0.894,0.456,0.003,0.498,0.442,2
1071,0.667,0.036,0.915,0.421,0.002,0.467,0.43,2
1072,0.667,0.048,0.936,0.468,0.003,0.447,0.556,2
1073,0.667,0.046,0.957,0.483,0.003,0.426,0.564,2
1074,0.667,0.09,0.979,0.496,0.006,0.537,0.42,1
1075,0.667,0.085,1.0,0.485,0.006,0.52,0.537,1
1076,0.833,0.088,0.0,0.473,0.006,0.501,0.584,1
1077,0.833,0.077,0.021,0.454,0.005,0.459,0.632,1
1078,0.833,0.082,0.043,0.419,0.005,0.52,0.55,1
1079,0.833,0.056,0.064,0.363,0.004,0.482,0.569,2
1080,0.833,0.046,0.085,0.312,0.003,0.443,0.567,2
1081,0.833,0.044,0.106,0.263,0.003,0.389,0.619,2
1082,0.833,0.036,0.128,0.216,0.002,0.343,0.692,2
1083,0.833,0.028,0.149,0.193,0.002,0.31,0.729,2
1084,0.833,0.029,0.17,0.177,0.002,0.291,0.734,2
1085,0.833,0.029,0.191,0.18,0.002,0.277,0.74,2
1086,0.833,0.043,0.213,0.205,0.003,0.294,0.779,2
1087,0.833,0.05,0.234,0.26,0.003,0.33,0.768,2
1088,0.833,0.068,0.255,0.355,0.004,0.403,0.704,1
1089,0.833,0.056,0.277,0.443,0.004,0.46,0.619,2
1090,0.833,0.03,0.298,0.459,0.002,0.476,0.568,2
1091,0.833,0.077,0.319,0.521,0.005,0.537,0.562,1
1092,0.833,0.088,0.34,0.549,0.006,0.576,0.517,1
1093,0.833,0.075,0.362,0.56,0.005,0.587,0.505,1
1094,0.833,0.09,0.383,0.604,0.006,0.591,0.488,1
1095,0.833,0.088,0.404,0.618,0.006,0.571,0.511,1
1096,0.833,0.087,0.426,0.602,0.006,0.549,0.569,1
1097,0.833,0.083,0.447,0.579,0.005,0.548,0.559,1
1098,0.833,0.087,0.468,0.565,0.006,0.54,0.523,1
1099,0.833,0.087,0.489,0.555,0.006,0.539,0.547,1
1100,0.833,0.058,0.511,0.54,0.004,0.516,0.551,2
1101,0.833,0.07,0.532,0.526,0.005,0.507,0.569,1
1102,0.833,0.071,0.553,0.516,0.005,0.509,0.549,1
1103,0.833,0.076,0.574,0.504,0.005,0.506,0.593,1
1104,0.833,0.051,0.596,0.492,0.003,0.492,0.525,2
1105,0.833,0.046,0.617,0.476,0.003,0.479,0.491,2
1106,0.833,0.044,0.638,0.464,0.003,0.468,0.477,2
1107,0.833,0.044,0.66,0.468,0.003,0.455,0.489,2
1108,0.833,0.044,0.681,0.473,0.003,0.445,0.487,2
1109,0.833,0.045,0.702,0.491,0.003,0.45,0.489,2
1110,0.833,0.048,0.723,0.499,0.003,0.469,0.482,2
1111,0.833,0.049,0.745,0.54,0.003,0.489,0.467,2
1112,0.833,0.071,0.766,0.585,0.005,0.526,0.446,1
1113,0.833,0.085,0.787,0.599,0.006,0.554,0.504,1
1114,0.833,0.06,0.809,0.57,0.004,0.537,0.461,1
1115,0.833,0.045,0.83,0.538,0.003,0.512,0.418,2
1116,0.833,0.054,0.851,0.511,0.004,0.483,0.455,2
1117,0.833,0.044,0.872,0.498,0.003,0.46,0.475,2
1118,0.833,0.044,0.894,0.46,0.003,0.419,0.489,2
1119,0.833,0.039,0.915,0.416,0.003,0.378,0.5,2
1120,0.833,0.057,0.936,0.471,0.004,0.367,0.639,2
1121,0.833,0.061,0.957,0.488,0.004,0.359,0.651,1
1122,0.833,0.085,0.979,0.496,0.006,0.444,0.591,1
1123,0.833,0.074,1.0,0.496,0.005,0.432,0.639,1
1124,1.0,0.077,0.0,0.464,0.005,0.406,0.678,1
1125,1.0,0.073,0.021,0.458,0.005,0.374,0.704,1
1126,1.0,0.075,0.043,0.42,0.005,0.421,0.595,1
1127,1.0,0.056,0.064,0.361,0.004,0.384,0.619,2
1128,1.0,0.048,0.085,0.298,0.003,0.338,0.663,2
1129,1.0,0.045,0.106,0.247,0.003,0.297,0.728,2
1130,1.0,0.036,0.128,0.201,0.002,0.25,0.736,2
1131,1.0,0.034,0.149,0.173,0.002,0.218,0.823,2
1132,1.0,0.037,0.17,0.148,0.002,0.194,0.842,2
1133,1.0,0.036,0.191,0.141,0.002,0.179,0.861,2
1134,1.0,0.028,0.213,0.155,0.002,0.171,0.84,2
1135,1.0,0.031,0.234,0.167,0.002,0.177,0.813,2
1136,1.0,0.033,0.255,0.205,0.002,0.184,0.829,2
1137,1.0,0.035,0.277,0.252,0.002,0.206,0.796,2
1138,1.0,0.042,0.298,0.293,0.002,0.201,0.822,2
1139,1.0,0.059,0.319,0.362,0.003,0.229,0.813,1
1140,1.0,0.073,0.34,0.411,0.004,0.265,0.795,1
1141,1.0,0.076,0.362,0.443,0.004,0.285,0.795,1
1142,1.0,0.086,0.383,0.477,0.005,0.301,0.786,1
1143,1.0,0.083,0.404,0.482,0.005,0.293,0.773,1
1144,1.0,0.071,0.426,0.466,0.004,0.284,0.789,1
1145,1.0,0.07,0.447,0.443,0.004,0.272,0.784,1
1146,1.0,0.057,0.468,0.415,0.003,0.263,0.76,1
1147,1.0,0.045,0.489,0.398,0.003,0.254,0.735,2
1148,1.0,0.044,0.511,0.38,0.003,0.242,0.76,2
1149,1.0,0.038,0.532,0.362,0.002,0.232,0.747,2
1150,1.0,0.034,0.553,0.347,0.002,0.224,0.757,2
1151,1.0,0.032,0.574,0.321,0.002,0.209,0.808,2
1152,1.0,0.033,0.596,0.312,0.002,0.198,0.786,2
1153,1.0,0.056,0.617,0.302,0.003,0.184,0.76,1
1154,1.0,0.041,0.638,0.294,0.003,0.18,0.794,2
1155,1.0,0.052,0.66,0.292,0.003,0.179,0.78,2
1156,1.0,0.041,0.681,0.288,0.003,0.176,0.731,2
1157,1.0,0.03,0.702,0.302,0.002,0.183,0.725,2
1158,1.0,0.032,0.723,0.309,0.002,0.189,0.757,2
1159,1.0,0.04,0.745,0.363,0.003,0.232,0.675,2
1160,1.0,0.054,0.766,0.453,0.004,0.279,0.596,1
1161,1.0,0.065,0.787,0.476,0.004,0.363,0.554,1
1162,1.0,0.05,0.809,0.45,0.003,0.357,0.558,2
1163,1.0,0.044,0.83,0.409,0.003,0.34,0.564,2
1164,1.0,0.04,0.851,0.39,0.003,0.319,0.608,2
1165,1.0,0.033,0.872,0.371,0.002,0.297,0.584,2
1166,1.0,0.038,0.894,0.351,0.002,0.276,0.603,2
1167,1.0,0.033,0.915,0.333,0.002,0.256,0.644,2
1168,1.0,0.042,0.936,0.355,0.003,0.245,0.652,2
1169,1.0,0.034,0.957,0.358,0.002,0.24,0.61,2
1170,1.0,0.049,0.979,0.363,0.003,0.331,0.496,2
1171,1.0,0.041,1.0,0.349,0.003,0.327,0.537,2
1172,0.0,0.056,0.0,0.324,0.004,0.3,0.579,1
1173,0.0,0.044,0.021,0.288,0.003,0.267,0.592,2
1174,0.0,0.045,0.043,0.255,0.003,0.316,0.564,2
1175,0.0,0.037,0.064,0.221,0.002,0.285,0.595,2
1176,0.0,0.04,0.085,0.182,0.003,0.235,0.649,2
1177,0.0,0.04,0.106,0.146,0.003,0.191,0.722,2
1178,0.0,0.038,0.128,0.117,0.002,0.161,0.767,2
1179,0.0,0.042,0.149,0.102,0.002,0.129,0.81,2
1180,0.0,0.031,0.17,0.085,0.002,0.108,0.828,2
1181,0.0,0.024,0.191,0.086,0.002,0.075,0.764,2
1182,0.0,0.021,0.213,0.097,0.001,0.067,0.803,2
1183,0.0,0.024,0.234,0.101,0.002,0.068,0.811,2
1184,0.0,0.024,0.255,0.124,0.002,0.063,0.848,2
1185,0.0,0.026,0.277,0.154,0.001,0.113,0.85,2
1186,0.0,0.028,0.298,0.176,0.001,0.03,0.854,2
1187,0.0,0.025,0.319,0.235,0.002,0.097,0.898,2
1188,0.0,0.028,0.34,0.287,0.002,0.127,0.866,2
1189,0.0,0.058,0.362,0.33,0.004,0.153,0.897,1
1190,0.0,0.058,0.383,0.365,0.003,0.166,0.924,1
1191,0.0,0.045,0.404,0.381,0.003,0.175,0.923,1
1192,0.0,0.046,0.426,0.374,0.003,0.177,0.897,1
1193,0.0,0.043,0.447,0.359,0.003,0.177,0.896,1
1194,0.0,0.04,0.468,0.345,0.003,0.182,0.921,1
1195,0.0,0.046,0.489,0.33,0.003,0.182,0.873,1
1196,0.0,0.05,0.511,0.32,0.003,0.189,0.861,1
1197,0.0,0.031,0.532,0.302,0.002,0.181,0.886,2
1198,0.0,0.039,0.553,0.283,0.002,0.174,0.834,2
1199,0.0,0.028,0.574,0.263,0.002,0.167,0.859,2
1200,0.0,0.027,0.596,0.247,0.002,0.169,0.85,2
1201,0.0,0.028,0.617,0.237,0.002,0.155,0.858,2
1202,0.0,0.031,0.638,0.232,0.002,0.146,0.823,2
1203,0.0,0.029,0.66,0.225,0.002,0.143,0.809,2
1204,0.0,0.03,0.681,0.22,0.002,0.151,0.768,2
1205,0.0,0.031,0.702,0.227,0.002,0.166,0.749,2
1206,0.0,0.032,0.723,0.237,0.002,0.184,0.703,2
1207,0.0,0.04,0.745,0.288,0.003,0.218,0.686,1
1208,0.0,0.054,0.766,0.372,0.004,0.269,0.69,1
1209,0.0,0.059,0.787,0.413,0.004,0.343,0.661,1
1210,0.0,0.048,0.809,0.394,0.003,0.347,0.651,1
1211,0.0,0.042,0.83,0.378,0.003,0.322,0.705,1
1212,0.0,0.041,0.851,0.36,0.003,0.306,0.719,1
1213,0.0,0.04,0.872,0.343,0.002,0.272,0.708,1
1214,0.0,0.036,0.894,0.317,0.002,0.244,0.745,2
1215,0.0,0.028,0.915,0.292,0.002,0.222,0.772,2
1216,0.0,0.034,0.936,0.316,0.001,0.222,0.839,2
1217,0.0,0.031,0.957,0.32,0.002,0.22,0.797,2
1218,0.0,0.049,0.979,0.326,0.003,0.303,0.761,1
1219,0.0,0.04,1.0,0.308,0.003,0.293,0.676,1
1220,0.167,0.076,0.0,0.298,0.004,0.268,0.682,1
1221,0.167,0.044,0.021,0.28,0.003,0.246,0.682,1
1222,0.167,0.051,0.043,0.259,0.003,0.295,0.668,1
1223,0.167,0.051,0.064,0.222,0.003,0.288,0.688,1
1224,0.167,0.044,0.085,0.194,0.003,0.247,0.754,1
1225,0.167,0.044,0.106,0.171,0.002,0.233,0.766,1
1226,0.167,0.044,0.128,0.148,0.002,0.18,0.81,1
1227,0.167,0.04,0.149,0.128,0.002,0.12,0.822,1
1228,0.167,0.046,0.17,0.116,0.002,0.102,0.832,1
1229,0.167,0.066,0.191,0.134,0.002,0.09,0.832,1
1230,0.167,0.045,0.213,0.167,0.002,0.102,0.832,1
1231,0.167,0.027,0.234,0.21,0.002,0.131,0.831,2
1232,0.167,0.059,0.255,0.3,0.003,0.189,0.81,1
1233,0.167,0.035,0.277,0.378,0.002,0.252,0.696,2
1234,0.167,0.024,0.298,0.388,0.002,0.294,0.581,2
1235,0.167,0.029,0.319,0.446,0.002,0.347,0.565,2
1236,0.167,0.04,0.34,0.479,0.003,0.394,0.482,2
1237,0.167,0.045,0.362,0.5,0.003,0.42,0.489,1
1238,0.167,0.064,0.383,0.545,0.005,0.441,0.536,1
1239,0.167,0.074,0.404,0.56,0.005,0.447,0.485,1
1240,0.167,0.078,0.426,0.552,0.005,0.446,0.492,1
1241,0.167,0.064,0.447,0.535,0.004,0.447,0.499,1
1242,0.167,0.087,0.468,0.525,0.006,0.461,0.49,1
1243,0.167,0.087,0.489,0.52,0.006,0.464,0.503,1
1244,0.167,0.085,0.511,0.516,0.006,0.462,0.502,1
1245,0.167,0.086,0.532,0.51,0.006,0.461,0.504,1
1246,0.167,0.087,0.553,0.504,0.006,0.473,0.484,1
1247,0.167,0.084,0.574,0.5,0.006,0.478,0.482,1
1248,0.167,0.083,0.596,0.494,0.005,0.476,0.462,1
1249,0.167,0.079,0.617,0.493,0.005,0.473,0.477,1
1250,0.167,0.082,0.638,0.481,0.006,0.471,0.501,1
1251,0.167,0.08,0.66,0.493,0.005,0.467,0.52,1
1252,0.167,0.079,0.681,0.49,0.005,0.467,0.539,1
1253,0.167,0.087,0.702,0.492,0.006,0.474,0.482,1
1254,0.167,0.069,0.723,0.503,0.005,0.485,0.436,1
1255,0.167,0.055,0.745,0.498,0.004,0.48,0.436,2
1256,0.167,0.066,0.766,0.557,0.004,0.476,0.464,1
1257,0.167,0.079,0.787,0.561,0.005,0.51,0.426,1
1258,0.167,0.049,0.809,0.52,0.003,0.496,0.428,2
1259,0.167,0.043,0.83,0.469,0.003,0.45,0.382,2
1260,0.167,0.043,0.851,0.454,0.003,0.407,0.411,2
1261,0.167,0.041,0.872,0.431,0.003,0.369,0.429,2
1262,0.167,0.039,0.894,0.4,0.003,0.333,0.431,2
1263,0.167,0.034,0.915,0.364,0.002,0.301,0.443,2
1264,0.167,0.041,0.936,0.402,0.003,0.28,0.56,2
1265,0.167,0.043,0.957,0.428,0.003,0.272,0.538,2
1266,0.167,0.085,0.979,0.443,0.006,0.374,0.493,1
1267,0.167,0.062,1.0,0.427,0.004,0.365,0.519,1
1268,0.333,0.081,0.0,0.437,0.005,0.321,0.555,1
1269,0.333,0.064,0.021,0.413,0.004,0.286,0.628,1
1270,0.333,0.065,0.043,0.384,0.004,0.332,0.571,1
1271,0.333,0.046,0.064,0.339,0.003,0.298,0.581,2
1272,0.333,0.041,0.085,0.282,0.003,0.251,0.6,2
1273,0.333,0.036,0.106,0.238,0.002,0.205,0.676,2
1274,0.333,0.03,0.128,0.186,0.002,0.164,0.662,2
1275,0.333,0.036,0.149,0.17,0.002,0.133,0.746,2
1276,0.333,0.044,0.17,0.164,0.003,0.12,0.81,2
1277,0.333,0.029,0.191,0.155,0.002,0.106,0.756,2
1278,0.333,0.041,0.213,0.182,0.003,0.117,0.782,2
1279,0.333,0.038,0.234,0.224,0.002,0.162,0.759,2
1280,0.333,0.068,0.255,0.314,0.004,0.203,0.736,1
1281,0.333,0.065,0.277,0.348,0.002,0.267,0.629,1
1282,0.333,0.033,0.298,0.358,0.002,0.304,0.48,2
1283,0.333,0.043,0.319,0.389,0.003,0.364,0.476,2
1284,0.333,0.048,0.34,0.472,0.003,0.411,0.448,2
1285,0.333,0.077,0.362,0.499,0.005,0.441,0.461,1
1286,0.333,0.088,0.383,0.551,0.006,0.456,0.491,1
1287,0.333,0.087,0.404,0.573,0.006,0.453,0.545,1
1288,0.333,0.085,0.426,0.565,0.006,0.457,0.554,1
1289,0.333,0.087,0.447,0.554,0.006,0.468,0.552,1
1290,0.333,0.087,0.468,0.55,0.006,0.468,0.512,1
1291,0.333,0.087,0.489,0.553,0.006,0.473,0.528,1
1292,0.333,0.087,0.511,0.552,0.006,0.468,0.547,1
1293,0.333,0.089,0.532,0.552,0.006,0.467,0.518,1
1294,0.333,0.088,0.553,0.551,0.006,0.475,0.547,1
1295,0.333,0.097,0.574,0.553,0.006,0.473,0.643,1
1296,0.333,0.107,0.596,0.55,0.007,0.466,0.639,1
1297,0.333,0.127,0.617,0.547,0.008,0.461,0.639,1
1298,0.333,0.117,0.638,0.543,0.008,0.449,0.683,1
1299,0.333,0.096,0.66,0.545,0.006,0.427,0.673,1
1300,0.333,0.092,0.681,0.543,0.006,0.453,0.616,1
1301,0.333,0.091,0.702,0.542,0.006,0.465,0.634,1
1302,0.333,0.089,0.723,0.533,0.006,0.481,0.536,1
1303,0.333,0.087,0.745,0.535,0.006,0.493,0.554,1
1304,0.333,0.051,0.766,0.553,0.003,0.491,0.568,2
1305,0.333,0.073,0.787,0.567,0.005,0.519,0.515,1
1306,0.333,0.043,0.809,0.529,0.003,0.494,0.45,2
1307,0.333,0.043,0.83,0.486,0.003,0.453,0.44,2
1308,0.333,0.044,0.851,0.46,0.003,0.409,0.455,2
1309,0.333,0.042,0.872,0.435,0.003,0.373,0.471,2
1310,0.333,0.038,0.894,0.394,0.003,0.335,0.483,2
1311,0.333,0.028,0.915,0.368,0.002,0.305,0.508,2
1312,0.333,0.042,0.936,0.407,0.003,0.287,0.625,2
1313,0.333,0.044,0.957,0.424,0.003,0.277,0.611,2
1314,0.333,0.088,0.979,0.436,0.006,0.369,0.576,1
1315,0.333,0.047,1.0,0.431,0.003,0.362,0.582,2
1316,0.5,0.048,0.0,0.419,0.003,0.324,0.631,2
1317,0.5,0.047,0.021,0.396,0.003,0.287,0.629,2
1318,0.5,0.047,0.043,0.366,0.003,0.329,0.554,2
1319,0.5,0.044,0.064,0.312,0.003,0.299,0.588,2
1320,0.5,0.035,0.085,0.261,0.002,0.245,0.639,2
1321,0.5,0.034,0.106,0.216,0.002,0.205,0.719,2
1322,0.5,0.025,0.128,0.176,0.002,0.161,0.747,2
1323,0.5,0.024,0.149,0.151,0.002,0.134,0.786,2
1324,0.5,0.026,0.17,0.141,0.002,0.115,0.802,2
1325,0.5,0.028,0.191,0.15,0.002,0.109,0.781,2
1326,0.5,0.034,0.213,0.177,0.002,0.122,0.828,2
1327,0.5,0.034,0.234,0.218,0.002,0.155,0.752,2
1328,0.5,0.043,0.255,0.299,0.003,0.213,0.698,2
1329,0.5,0.041,0.277,0.371,0.003,0.283,0.603,2
1330,0.5,0.028,0.298,0.385,0.002,0.318,0.581,2
1331,0.5,0.044,0.319,0.444,0.003,0.375,0.482,2
1332,0.5,0.053,0.34,0.482,0.004,0.419,0.47,2
1333,0.5,0.059,0.362,0.517,0.004,0.44,0.545,2
1334,0.5,0.087,0.383,0.573,0.006,0.454,0.579,1
1335,0.5,0.087,0.404,0.593,0.006,0.446,0.614,1
1336,0.5,0.087,0.426,0.582,0.006,0.441,0.666,1
1337,0.5,0.085,0.447,0.577,0.006,0.444,0.684,1
1338,0.5,0.089,0.468,0.578,0.006,0.449,0.629,1
1339,0.5,0.087,0.489,0.582,0.006,0.454,0.632,1
1340,0.5,0.123,0.511,0.579,0.008,0.446,0.673,1
1341,0.5,0.135,0.532,0.579,0.008,0.445,0.664,1
1342,0.5,0.15,0.553,0.58,0.01,0.452,0.639,1
1343,0.5,0.15,0.574,0.58,0.01,0.452,0.652,1
1344,0.5,0.15,0.596,0.58,0.01,0.45,0.643,1
1345,0.5,0.117,0.617,0.574,0.008,0.444,0.628,1
1346,0.5,0.087,0.638,0.569,0.006,0.443,0.628,1
1347,0.5,0.087,0.66,0.572,0.006,0.442,0.662,1
1348,0.5,0.087,0.681,0.566,0.006,0.445,0.632,1
1349,0.5,0.084,0.702,0.56,0.006,0.455,0.628,1
1350,0.5,0.063,0.723,0.541,0.004,0.469,0.568,2
1351,0.5,0.046,0.745,0.539,0.003,0.476,0.534,2
1352,0.5,0.056,0.766,0.565,0.004,0.483,0.498,2
1353,0.5,0.079,0.787,0.578,0.005,0.512,0.433,1
1354,0.5,0.053,0.809,0.536,0.004,0.502,0.335,2
1355,0.5,0.042,0.83,0.494,0.003,0.461,0.357,2
1356,0.5,0.043,0.851,0.462,0.003,0.417,0.357,2
1357,0.5,0.042,0.872,0.438,0.003,0.375,0.409,2
1358,0.5,0.041,0.894,0.407,0.003,0.346,0.458,2
1359,0.5,0.04,0.915,0.374,0.003,0.303,0.462,2
1360,0.5,0.044,0.936,0.412,0.003,0.298,0.545,2
1361,0.5,0.044,0.957,0.426,0.003,0.288,0.516,2
1362,0.5,0.086,0.979,0.437,0.006,0.376,0.457,1
1363,0.5,0.055,1.0,0.435,0.004,0.369,0.538,2
1364,0.667,0.044,0.0,0.42,0.003,0.33,0.541,2
1365,0.667,0.043,0.021,0.397,0.003,0.288,0.523,2
1366,0.667,0.044,0.043,0.36,0.003,0.335,0.47,2
1367,0.667,0.049,0.064,0.307,0.003,0.309,0.507,2
1368,0.667,0.034,0.085,0.256,0.002,0.258,0.53,2
1369,0.667,0.031,0.106,0.212,0.002,0.211,0.605,2
1370,0.667,0.031,0.128,0.179,0.002,0.169,0.625,2
1371,0.667,0.026,0.149,0.157,0.002,0.137,0.666,2
1372,0.667,0.035,0.17,0.146,0.002,0.115,0.668,2
1373,0.667,0.03,0.191,0.152,0.002,0.106,0.677,2
1374,0.667,0.034,0.213,0.181,0.002,0.119,0.67,2
1375,0.667,0.04,0.234,0.219,0.003,0.152,0.626,2
1376,0.667,0.046,0.255,0.299,0.003,0.222,0.627,2
1377,0.667,0.05,0.277,0.37,0.003,0.3,0.549,2
1378,0.667,0.047,0.298,0.382,0.003,0.343,0.579,2
1379,0.667,0.086,0.319,0.44,0.006,0.409,0.516,1
1380,0.667,0.09,0.34,0.483,0.006,0.462,0.478,1
1381,0.667,0.09,0.362,0.513,0.006,0.491,0.425,1
1382,0.667,0.092,0.383,0.575,0.006,0.501,0.389,1
1383,0.667,0.093,0.404,0.599,0.006,0.508,0.436,1
1384,0.667,0.093,0.426,0.599,0.006,0.512,0.454,1
1385,0.667,0.091,0.447,0.593,0.006,0.514,0.375,1
1386,0.667,0.091,0.468,0.595,0.006,0.516,0.414,1
1387,0.667,0.133,0.489,0.607,0.009,0.522,0.441,1
1388,0.667,0.138,0.511,0.612,0.009,0.519,0.45,1
1389,0.667,0.138,0.532,0.612,0.009,0.523,0.442,1
1390,0.667,0.15,0.553,0.616,0.01,0.536,0.393,1
1391,0.667,0.151,0.574,0.624,0.01,0.533,0.392,1
1392,0.667,0.173,0.596,0.623,0.012,0.53,0.452,1
1393,0.667,0.16,0.617,0.617,0.011,0.528,0.41,1
1394,0.667,0.197,0.638,0.618,0.013,0.53,0.413,1
1395,0.667,0.208,0.66,0.623,0.014,0.528,0.43,1
1396,0.667,0.15,0.681,0.619,0.01,0.534,0.452,1
1397,0.667,0.153,0.702,0.616,0.01,0.547,0.485,1
1398,0.667,0.137,0.723,0.597,0.009,0.561,0.485,1
1399,0.667,0.132,0.745,0.597,0.009,0.576,0.457,1
1400,0.667,0.127,0.766,0.606,0.009,0.578,0.455,1
1401,0.667,0.18,0.787,0.632,0.012,0.571,0.469,1
1402,0.667,0.084,0.809,0.592,0.006,0.531,0.507,2
1403,0.667,0.07,0.83,0.553,0.005,0.489,0.515,2
1404,0.667,0.05,0.851,0.519,0.003,0.446,0.468,2
1405,0.667,0.048,0.872,0.486,0.003,0.41,0.465,2
1406,0.667,0.043,0.894,0.44,0.003,0.365,0.453,2
1407,0.667,0.04,0.915,0.393,0.003,0.324,0.481,2
1408,0.667,0.073,0.936,0.427,0.005,0.301,0.582,2
1409,0.667,0.043,0.957,0.44,0.003,0.296,0.529,2
1410,0.667,0.068,0.979,0.446,0.005,0.388,0.449,2
1411,0.667,0.06,1.0,0.433,0.004,0.375,0.433,2
1412,0.833,0.052,0.0,0.409,0.004,0.321,0.462,2
1413,0.833,0.043,0.021,0.383,0.003,0.284,0.426,2
1414,0.833,0.044,0.043,0.342,0.003,0.322,0.377,2
1415,0.833,0.035,0.064,0.284,0.002,0.296,0.496,2
1416,0.833,0.029,0.085,0.234,0.002,0.243,0.545,2
1417,0.833,0.03,0.106,0.192,0.002,0.196,0.504,2
1418,0.833,0.027,0.128,0.158,0.002,0.153,0.601,2
1419,0.833,0.027,0.149,0.141,0.002,0.125,0.625,2
1420,0.833,0.022,0.17,0.132,0.001,0.105,0.677,2
1421,0.833,0.022,0.191,0.138,0.001,0.101,0.697,2
1422,0.833,0.027,0.213,0.165,0.002,0.113,0.651,2
1423,0.833,0.031,0.234,0.201,0.002,0.146,0.599,2
1424,0.833,0.044,0.255,0.283,0.003,0.215,0.572,2
1425,0.833,0.044,0.277,0.355,0.003,0.286,0.487,2
1426,0.833,0.018,0.298,0.372,0.002,0.329,0.428,2
1427,0.833,0.043,0.319,0.435,0.003,0.391,0.431,2
1428,0.833,0.061,0.34,0.486,0.004,0.439,0.449,2
1429,0.833,0.084,0.362,0.525,0.006,0.473,0.479,2
1430,0.833,0.087,0.383,0.585,0.006,0.485,0.451,1
1431,0.833,0.088,0.404,0.606,0.006,0.481,0.5,1
1432,0.833,0.153,0.426,0.605,0.01,0.479,0.421,1
1433,0.833,0.153,0.447,0.606,0.01,0.481,0.455,1
1434,0.833,0.136,0.468,0.612,0.009,0.485,0.443,1
1435,0.833,0.15,0.489,0.619,0.01,0.488,0.436,1
1436,0.833,0.15,0.511,0.616,0.01,0.48,0.496,1
1437,0.833,0.162,0.532,0.616,0.011,0.46,0.543,1
1438,0.833,0.154,0.553,0.61,0.011,0.471,0.507,1
1439,0.833,0.161,0.574,0.601,0.011,0.463,0.486,1
1440,0.833,0.167,0.596,0.595,0.011,0.455,0.55,1
1441,0.833,0.156,0.617,0.588,0.011,0.448,0.62,1
1442,0.833,0.146,0.638,0.58,0.01,0.44,0.593,1
1443,0.833,0.085,0.66,0.574,0.006,0.437,0.631,2
1444,0.833,0.15,0.681,0.569,0.01,0.442,0.604,1
1445,0.833,0.068,0.702,0.565,0.005,0.451,0.573,2
1446,0.833,0.072,0.723,0.545,0.005,0.477,0.56,2
1447,0.833,0.068,0.745,0.54,0.005,0.487,0.53,2
1448,0.833,0.075,0.766,0.553,0.005,0.499,0.538,2
1449,0.833,0.076,0.787,0.56,0.005,0.521,0.489,2
1450,0.833,0.045,0.809,0.522,0.003,0.495,0.432,2
1451,0.833,0.043,0.83,0.48,0.003,0.456,0.428,2
1452,0.833,0.042,0.851,0.453,0.003,0.414,0.449,2
1453,0.833,0.042,0.872,0.427,0.003,0.386,0.474,2
1454,0.833,0.041,0.894,0.389,0.003,0.337,0.537,2
1455,0.833,0.035,0.915,0.35,0.002,0.298,0.586,2
1456,0.833,0.06,0.936,0.401,0.004,0.287,0.575,2
1457,0.833,0.042,0.957,0.422,0.003,0.279,0.482,2
1458,0.833,0.075,0.979,0.444,0.005,0.382,0.491,2
1459,0.833,0.061,1.0,0.429,0.004,0.378,0.506,2
1460,1.0,0.051,0.0,0.396,0.003,0.34,0.503,2
1461,1.0,0.051,0.021,0.383,0.003,0.297,0.497,2
1462,1.0,0.044,0.043,0.342,0.003,0.334,0.446,2
1463,1.0,0.041,0.064,0.284,0.003,0.296,0.525,2
1464,1.0,0.039,0.085,0.23,0.003,0.247,0.566,2
1465,1.0,0.031,0.106,0.179,0.002,0.206,0.593,2
1466,1.0,0.029,0.128,0.142,0.002,0.155,0.693,2
1467,1.0,0.024,0.149,0.121,0.002,0.124,0.726,2
1468,1.0,0.026,0.17,0.102,0.002,0.096,0.745,2
1469,1.0,0.024,0.191,0.101,0.002,0.079,0.75,2
1470,1.0,0.025,0.213,0.107,0.002,0.075,0.78,2
1471,1.0,0.026,0.234,0.117,0.002,0.084,0.775,2
