,attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,class
366,0.474,0.6708000000000001,0.008400000000000001,0.387,0.441,0.427,0.431,0.534,2
367,0.475,0.654,0.009600000000000001,0.504,0.104,0.13,0.541,0.485,1
368,0.526,0.6816,0.008400000000000001,0.496,0.147,0.13,0.643,0.476,1
369,0.488,0.6576000000000001,0.008400000000000001,0.492,0.229,0.34,0.541,0.494,1
370,0.286,0.4356,0.0132,0.448,0.362,0.34,0.328,0.304,1
371,0.446,0.6504000000000001,0.008400000000000001,0.23,0.351,0.38,0.507,0.438,1
372,0.474,0.726,0.0048000000000000004,0.137,0.24,0.297,0.524,0.494,2
373,0.194,0.32520000000000004,0.0072,0.173,1.0,0.722,0.338,0.199,2
374,0.097,0.1692,0.012,0.44,0.548,0.677,0.152,0.151,1
375,0.218,0.34559999999999996,0.010799999999999999,0.536,0.308,0.257,0.278,0.257,1
376,0.339,0.5196000000000001,0.010799999999999999,0.48,0.265,0.257,0.44,0.352,1
377,0.382,0.5496000000000001,0.009600000000000001,0.44,0.427,0.38,0.397,0.381,1
378,0.225,0.3588,0.009600000000000001,0.315,0.38,0.297,0.244,0.296,2
379,0.23,0.3816,0.010799999999999999,0.423,0.226,0.21,0.261,0.276,1
380,0.315,0.462,0.008400000000000001,0.448,0.448,0.467,0.321,0.362,1
381,0.209,0.3804,0.008400000000000001,0.109,0.602,0.573,0.219,0.276,1
382,0.176,0.2736,0.012,0.516,0.412,0.507,0.202,0.191,1
383,0.338,0.4668,0.009600000000000001,0.552,0.412,0.359,0.414,0.285,1
384,0.188,0.2772,0.010799999999999999,0.484,0.548,0.637,0.388,0.18,1
385,0.112,0.2328,0.0144,0.302,0.384,0.278,0.126,0.172,1
386,0.056,0.1704,0.0132,0.5,0.215,0.17,0.142,0.047,1
387,0.126,0.2424,0.012,0.524,0.168,0.13,0.135,0.151,1
388,0.011,0.08879999999999999,0.0156,0.464,0.373,0.446,0.144,0.028,1
389,0.012,0.1212,0.0156,0.488,0.161,0.191,0.083,0.028,1
390,0.089,0.2196,0.0156,0.52,0.154,0.278,0.261,0.075,1
391,0.31,0.4476,0.0132,0.407,0.254,0.278,0.295,0.343,1
392,0.336,0.4776,0.012,0.444,0.287,0.231,0.448,0.322,1
393,0.486,0.6744000000000001,0.0072,0.464,0.118,0.13,0.5,0.494,1
394,0.546,0.7392,0.008400000000000001,0.536,0.269,0.318,0.517,0.59,2
395,0.528,0.7296,0.008400000000000001,0.524,0.165,0.149,0.593,0.542,1
396,0.56,0.6876,0.0072,0.496,0.57,0.616,0.541,0.609,1
397,0.462,0.51,0.012,0.5,0.81,0.594,0.423,0.515,1
398,0.416,0.5172,0.0132,0.601,0.297,0.278,0.431,0.429,1
399,0.498,0.6204000000000001,0.009600000000000001,0.54,0.301,0.318,0.576,0.485,1
400,0.517,0.6816,0.0072,0.524,0.262,0.359,0.524,0.542,2
401,0.401,0.5676,0.009600000000000001,0.411,0.538,0.573,0.397,0.399,2
402,0.281,0.40080000000000005,0.0132,0.427,0.416,0.507,0.388,0.276,1
403,0.432,0.5184,0.008400000000000001,0.48,0.398,0.38,0.397,0.485,1
404,0.388,0.534,0.008400000000000001,0.48,0.315,0.297,0.423,0.429,1
405,0.494,0.6384000000000001,0.006,0.48,0.211,0.191,0.508,0.457,1
406,0.603,0.7068,0.006,0.492,0.201,0.231,0.593,0.609,1
407,0.505,0.7188,0.009600000000000001,0.347,0.233,0.149,0.55,0.553,2
408,0.454,0.6948,0.008400000000000001,0.085,0.305,0.236,0.423,0.515,2
409,0.54,0.7188,0.006,0.226,0.541,0.488,0.534,0.59,2
410,0.543,0.5016,0.008400000000000001,0.504,0.208,0.231,0.669,0.494,1
411,0.611,0.5664,0.0072,0.476,0.229,0.149,0.652,0.62,1
412,0.44,0.5844,0.0072,0.444,0.384,0.257,0.584,0.467,1
413,0.312,0.41759999999999997,0.009600000000000001,0.435,0.588,0.446,0.312,0.343,2
414,0.242,0.3144,0.0132,0.452,0.663,0.467,0.278,0.276,1
415,0.253,0.3036,0.0144,0.5,0.369,0.38,0.338,0.247,1
416,0.366,0.42119999999999996,0.008400000000000001,0.48,0.351,0.406,0.405,0.39,1
417,0.373,0.3936,0.008400000000000001,0.48,0.563,0.529,0.397,0.399,1
418,0.274,0.34559999999999996,0.012,0.44,0.29,0.359,0.312,0.304,1
419,0.395,0.5172,0.010799999999999999,0.484,0.301,0.278,0.481,0.408,1
420,0.461,0.5268,0.008400000000000001,0.391,0.416,0.359,0.457,0.476,1
421,0.323,0.468,0.010799999999999999,0.282,0.577,0.467,0.372,0.362,1
422,0.171,0.252,0.0156,0.452,0.534,0.427,0.202,0.18,1
423,0.189,0.27240000000000003,0.0156,0.536,0.495,0.427,0.295,0.21,1
424,0.315,0.3768,0.0144,0.536,0.262,0.21,0.423,0.285,1
425,0.459,0.42719999999999997,0.0132,0.516,0.405,0.38,0.526,0.448,1
426,0.55,0.498,0.012,0.484,0.412,0.297,0.601,0.542,1
427,0.607,0.5748,0.009600000000000001,0.48,0.362,0.257,0.643,0.58,1
428,0.631,0.6983999999999999,0.0072,0.492,0.118,0.108,0.686,0.58,1
429,0.598,0.6936,0.008400000000000001,0.452,0.315,0.359,0.652,0.609,1
430,0.529,0.5616000000000001,0.009600000000000001,0.496,0.186,0.17,0.576,0.485,1
431,0.536,0.5964,0.0072,0.484,0.28,0.467,0.557,0.534,2
432,0.495,0.612,0.008400000000000001,0.403,0.269,0.38,0.541,0.457,1
433,0.508,0.49319999999999997,0.009600000000000001,0.484,0.323,0.34,0.517,0.494,1
434,0.417,0.4992,0.010799999999999999,0.371,0.616,0.507,0.405,0.448,1
435,0.422,0.5268,0.012,0.468,0.634,0.406,0.473,0.429,1
436,0.444,0.4452,0.010799999999999999,0.512,0.297,0.297,0.473,0.408,1
437,0.47,0.4464,0.010799999999999999,0.472,0.136,0.231,0.517,0.438,1
438,0.547,0.6012,0.008400000000000001,0.46,0.427,0.446,0.517,0.609,2
439,0.583,0.7776000000000001,0.0048000000000000004,0.399,0.398,0.467,0.61,0.553,2
440,0.277,0.43679999999999997,0.009600000000000001,0.27,0.86,0.764,0.347,0.304,2
441,0.296,0.4116,0.0132,0.536,0.283,0.297,0.372,0.296,1
442,0.434,0.5184,0.0132,0.52,0.351,0.231,0.49,0.429,1
443,0.508,0.5831999999999999,0.010799999999999999,0.472,0.244,0.231,0.524,0.542,1
444,0.54,0.6839999999999999,0.009600000000000001,0.387,0.341,0.359,0.55,0.542,1
445,0.519,0.7248,0.009600000000000001,0.266,0.333,0.38,0.55,0.504,2
446,0.447,0.5904,0.012,0.468,0.362,0.297,0.448,0.476,1
447,0.497,0.6276,0.012,0.448,0.24,0.406,0.567,0.476,1
448,0.655,0.6552,0.0072,0.484,0.337,0.231,0.736,0.601,1
449,0.648,0.708,0.006,0.359,0.448,0.488,0.736,0.59,2
450,0.447,0.5784,0.010799999999999999,0.331,0.624,0.446,0.414,0.504,1
451,0.443,0.5412,0.0144,0.444,0.305,0.231,0.457,0.476,1
452,0.449,0.5112,0.012,0.468,0.161,0.149,0.507,0.408,1
453,0.557,0.5532,0.008400000000000001,0.492,0.337,0.21,0.541,0.571,1
454,0.508,0.618,0.009600000000000001,0.407,0.258,0.21,0.517,0.534,1
455,0.525,0.6791999999999999,0.010799999999999999,0.278,0.204,0.17,0.55,0.504,1
456,0.631,0.6528,0.009600000000000001,0.48,0.283,0.297,0.729,0.561,1
457,0.781,0.81,0.006,0.472,0.416,0.34,0.846,0.724,1
458,0.623,0.768,0.006,0.399,0.53,0.446,0.69,0.601,2
459,0.497,0.6372,0.008400000000000001,0.488,0.423,0.427,0.534,0.515,1
460,0.483,0.6732,0.008400000000000001,0.262,0.416,0.38,0.517,0.523,2
461,0.502,0.6851999999999999,0.009600000000000001,0.476,0.477,0.34,0.557,0.523,2
462,0.57,0.6696000000000001,0.009600000000000001,0.544,0.219,0.21,0.584,0.542,1
463,0.701,0.7128,0.0072,0.54,0.441,0.488,0.77,0.676,1
464,0.76,0.8244,0.0048000000000000004,0.496,0.391,0.359,0.746,0.751,1
465,0.739,0.7212,0.0048000000000000004,0.46,0.251,0.257,0.736,0.724,2
466,0.602,0.7524,0.0072,0.379,0.53,0.467,0.669,0.601,2
467,0.665,0.7632,0.008400000000000001,0.532,0.219,0.231,0.677,0.676,2
468,0.598,0.7056,0.009600000000000001,0.472,0.473,0.427,0.66,0.601,2
469,0.587,0.672,0.012,0.492,0.251,0.21,0.643,0.534,1
470,0.709,0.7644,0.008400000000000001,0.48,0.28,0.257,0.746,0.695,1
471,0.753,0.7464,0.0048000000000000004,0.423,0.516,0.507,0.719,0.751,2
472,0.574,0.6396000000000001,0.008400000000000001,0.472,0.652,0.594,0.626,0.571,2
473,0.593,0.6863999999999999,0.009600000000000001,0.48,0.125,0.108,0.61,0.571,2
474,0.601,0.8076000000000001,0.008400000000000001,0.343,0.294,0.297,0.601,0.665,2
475,0.569,0.7091999999999999,0.009600000000000001,0.331,0.527,0.446,0.557,0.609,2
476,0.58,0.6408,0.008400000000000001,0.48,0.269,0.231,0.593,0.542,1
477,0.616,0.6876,0.008400000000000001,0.48,0.247,0.191,0.601,0.609,1
478,0.648,0.7884,0.008400000000000001,0.448,0.233,0.278,0.686,0.676,2
479,0.615,0.8196000000000001,0.008400000000000001,0.407,0.222,0.278,0.652,0.62,2
480,0.599,0.9165,0.0104,0.294,0.265,0.17,0.567,0.665,1
481,0.658,0.9269,0.011699999999999999,0.278,0.262,0.278,0.593,0.714,2
482,0.603,0.845,0.011699999999999999,0.391,0.262,0.191,0.593,0.647,2
483,0.632,0.9269,0.011699999999999999,0.185,0.244,0.191,0.652,0.676,2
484,0.713,1.0,0.0091,0.194,0.244,0.21,0.686,0.743,2
485,0.751,1.0,0.0091,0.335,0.24,0.297,0.702,0.781,2
486,0.627,0.9269,0.0104,0.286,0.452,0.359,0.643,0.665,2
487,0.603,0.8255,0.013000000000000001,0.488,0.287,0.21,0.557,0.647,2
488,0.551,0.7852,0.013000000000000001,0.347,0.197,0.17,0.534,0.609,2
489,0.573,0.8775000000000001,0.013000000000000001,0.218,0.136,0.13,0.557,0.609,2
490,0.614,0.9256,0.0104,0.262,0.341,0.318,0.541,0.676,2
491,0.687,1.0,0.0078,0.048,0.222,0.21,0.694,0.724,2
492,0.791,1.0,0.0078,0.242,0.244,0.467,0.763,0.828,2
493,0.862,1.0,0.006500000000000001,0.44,0.401,0.38,0.855,0.858,1
494,0.846,1.0,0.006500000000000001,0.448,0.269,0.359,0.83,0.8,2
495,0.879,1.0,0.0052,0.5,0.348,0.359,0.839,0.905,1
496,0.781,0.9711,0.0078,0.46,0.24,0.257,0.763,0.81,2
497,0.746,0.9425,0.0091,0.46,0.158,0.17,0.746,0.714,1
498,0.754,0.9685,0.0091,0.496,0.161,0.191,0.729,0.791,2
499,0.731,1.0,0.0078,0.415,0.344,0.34,0.694,0.762,2
500,0.691,1.0,0.0091,0.258,0.384,0.318,0.617,0.751,2
501,0.645,1.0,0.0104,0.097,0.254,0.231,0.576,0.714,2
502,0.626,0.9944999999999999,0.0091,0.129,0.262,0.21,0.567,0.695,2
503,0.649,0.9711,0.006500000000000001,0.286,0.409,0.359,0.634,0.686,2
504,0.631,0.962,0.0091,0.331,0.247,0.21,0.567,0.695,2
505,0.661,0.9386,0.0104,0.306,0.197,0.17,0.677,0.695,2
506,0.691,0.9242999999999999,0.011699999999999999,0.444,0.244,0.257,0.686,0.695,1
507,0.701,0.9516,0.0104,0.395,0.312,0.278,0.66,0.751,2
508,0.737,1.0,0.0104,0.315,0.258,0.297,0.71,0.762,2
509,0.751,0.9295,0.0104,0.512,0.24,0.318,0.71,0.772,2
510,0.667,0.9151999999999999,0.011699999999999999,0.488,0.38,0.318,0.652,0.676,1
511,0.679,0.8879,0.0104,0.48,0.168,0.191,0.719,0.647,1
512,0.744,1.0,0.0091,0.395,0.251,0.278,0.71,0.751,2
513,0.764,1.0,0.0091,0.407,0.197,0.297,0.719,0.8,2
514,0.693,1.0,0.0104,0.407,0.323,0.297,0.634,0.743,2
515,0.725,0.9295,0.011699999999999999,0.448,0.233,0.257,0.746,0.686,1
516,0.764,0.9113,0.0104,0.46,0.154,0.149,0.779,0.705,1
517,0.797,1.0,0.0091,0.464,0.154,0.21,0.805,0.743,1
518,0.838,1.0,0.0091,0.444,0.129,0.13,0.839,0.781,1
519,0.839,1.0,0.0091,0.444,0.129,0.191,0.839,0.819,2
520,0.806,1.0,0.0104,0.375,0.118,0.108,0.846,0.791,1
521,0.895,1.0,0.0104,0.492,0.1,0.108,0.846,0.867,1
522,0.881,1.0,0.0104,0.488,0.208,0.21,0.822,0.886,2
523,0.846,1.0,0.0091,0.468,0.19,0.278,0.822,0.886,2
524,0.803,1.0,0.0091,0.375,0.247,0.213,0.753,0.867,2
525,0.803,1.0,0.0091,0.379,0.151,0.149,0.805,0.791,1
526,0.854,1.0,0.0078,0.44,0.208,0.17,0.855,0.828,1
527,0.875,1.0,0.0091,0.464,0.28,0.278,0.83,0.886,2
528,0.883,1.0,0.0078,0.476,0.38,0.318,0.839,0.896,2
529,0.824,1.0,0.0091,0.444,0.283,0.297,0.839,0.819,2
530,0.816,1.0,0.0078,0.399,0.219,0.34,0.796,0.837,2
531,0.835,1.0,0.0091,0.427,0.161,0.149,0.779,0.819,1
532,0.835,1.0,0.0104,0.484,0.272,0.257,0.796,0.837,1
533,0.862,1.0,0.0104,0.48,0.323,0.278,0.822,0.858,1
534,0.881,1.0,0.0104,0.435,0.312,0.297,0.83,0.886,1
535,0.907,1.0,0.0104,0.399,0.369,0.318,0.863,0.944,2
536,0.937,1.0,0.0091,0.363,0.297,0.231,0.872,0.952,1
537,0.907,1.0,0.0104,0.472,0.136,0.13,0.863,0.923,1
538,0.872,1.0,0.0104,0.335,0.143,0.13,0.835,0.875,1
539,0.884,1.0,0.0091,0.278,0.14,0.13,0.835,0.875,1
540,0.827,1.0,0.0104,0.278,0.194,0.344,0.79,0.824,1
541,0.775,1.0,0.0091,0.258,0.276,0.318,0.713,0.824,2
542,0.817,1.0,0.0091,0.278,0.247,0.195,0.774,0.841,1
543,0.852,1.0,0.0091,0.278,0.168,0.17,0.82,0.892,1
544,0.86,1.0,0.0091,0.27,0.168,0.13,0.79,0.892,1
545,0.834,1.0,0.0091,0.278,0.244,0.214,0.79,0.875,2
546,0.769,0.9633,0.0104,0.278,0.229,0.17,0.744,0.755,1
547,0.75,0.9646,0.011699999999999999,0.278,0.129,0.13,0.729,0.721,1
548,0.769,1.0,0.011699999999999999,0.278,0.194,0.17,0.729,0.789,1
549,0.824,1.0,0.0104,0.27,0.211,0.236,0.805,0.858,2
550,0.834,1.0,0.0091,0.278,0.125,0.149,0.79,0.841,1
551,0.826,1.0,0.0091,0.278,0.158,0.17,0.774,0.841,1
552,0.828,1.0,0.0091,0.278,0.111,0.149,0.805,0.806,2
553,0.853,1.0,0.0091,0.278,0.208,0.195,0.79,0.875,2
554,0.895,1.0,0.0091,0.278,0.326,0.278,0.897,0.858,1
555,0.957,1.0,0.0091,0.278,0.194,0.149,0.897,0.961,1
556,0.914,1.0,0.0091,0.278,0.183,0.17,0.881,0.927,2
557,0.821,1.0,0.0091,0.206,0.208,0.149,0.744,0.875,2
558,0.807,1.0,0.0091,0.222,0.158,0.13,0.774,0.858,2
559,0.83,1.0,0.0104,0.274,0.14,0.278,0.759,0.841,2
560,0.812,1.0,0.0104,0.278,0.201,0.214,0.79,0.789,1
561,0.821,1.0,0.0104,0.278,0.258,0.278,0.759,0.824,1
562,0.789,1.0,0.011699999999999999,0.278,0.197,0.236,0.759,0.772,1
563,0.789,1.0,0.011699999999999999,0.278,0.14,0.149,0.744,0.806,1
564,0.787,1.0,0.011699999999999999,0.278,0.254,0.195,0.774,0.806,2
565,0.824,1.0,0.011699999999999999,0.266,0.219,0.493,0.79,0.824,2
566,0.841,1.0,0.0104,0.278,0.197,0.236,0.805,0.858,1
567,0.795,1.0,0.011699999999999999,0.278,0.211,0.17,0.774,0.824,1
568,0.775,1.0,0.011699999999999999,0.278,0.129,0.13,0.713,0.789,1
569,0.783,1.0,0.0104,0.278,0.118,0.087,0.729,0.806,2
570,0.794,1.0,0.0104,0.278,0.179,0.191,0.759,0.789,1
571,0.822,1.0,0.0091,0.274,0.301,0.236,0.774,0.841,1
572,0.852,1.0,0.0078,0.23,0.405,0.427,0.79,0.909,2
573,0.852,1.0,0.0078,0.278,0.305,0.384,0.805,0.858,2
574,0.906,1.0,0.0091,0.355,0.305,0.297,0.866,0.944,1
575,0.852,1.0,0.0104,0.464,0.276,0.427,0.805,0.858,2
576,0.815,1.0,0.013000000000000001,0.403,0.154,0.149,0.79,0.806,2
577,0.836,1.0,0.013000000000000001,0.427,0.115,0.149,0.79,0.841,1
578,0.817,1.0,0.011699999999999999,0.391,0.19,0.278,0.774,0.858,1
579,0.758,1.0,0.0104,0.395,0.208,0.149,0.683,0.824,1
580,0.772,1.0,0.011699999999999999,0.238,0.1,0.13,0.759,0.772,1
581,0.812,1.0,0.011699999999999999,0.319,0.194,0.149,0.79,0.806,1
582,0.848,1.0,0.0104,0.347,0.125,0.087,0.805,0.858,1
583,0.807,1.0,0.011699999999999999,0.427,0.161,0.17,0.79,0.806,1
584,0.762,1.0,0.011699999999999999,0.387,0.194,0.17,0.729,0.824,2
585,0.767,1.0,0.0104,0.206,0.197,0.149,0.698,0.824,1
586,0.798,1.0,0.0104,0.218,0.215,0.17,0.744,0.858,2
587,0.829,1.0,0.0104,0.327,0.204,0.17,0.744,0.892,2
588,0.816,1.0,0.011699999999999999,0.29,0.161,0.17,0.774,0.858,1
589,0.845,1.0,0.0104,0.383,0.28,0.297,0.82,0.858,1
590,0.845,1.0,0.0104,0.286,0.29,0.257,0.79,0.892,2
591,0.794,1.0,0.013000000000000001,0.415,0.176,0.13,0.744,0.806,1
592,0.79,1.0,0.013000000000000001,0.444,0.136,0.13,0.759,0.789,1
593,0.795,1.0,0.0104,0.391,0.172,0.13,0.759,0.824,2
594,0.82,1.0,0.0104,0.415,0.186,0.344,0.79,0.841,2
595,0.803,1.0,0.0104,0.347,0.172,0.17,0.774,0.841,2
596,0.823,1.0,0.011699999999999999,0.242,0.172,0.108,0.79,0.841,2
597,0.836,1.0,0.011699999999999999,0.238,0.129,0.13,0.79,0.841,1
598,0.82,1.0,0.011699999999999999,0.298,0.179,0.149,0.774,0.841,1
599,0.809,1.0,0.0104,0.323,0.226,0.195,0.759,0.824,1
600,0.796,1.0,0.0091,0.254,0.251,0.257,0.774,0.806,1
601,0.819,1.0,0.0091,0.242,0.269,0.195,0.79,0.841,1
602,0.812,1.0,0.0091,0.19,0.24,0.214,0.774,0.841,2
603,0.834,1.0,0.0091,0.274,0.233,0.257,0.805,0.841,1
604,0.841,1.0,0.0104,0.226,0.287,0.257,0.79,0.858,1
605,0.821,1.0,0.0104,0.185,0.222,0.149,0.79,0.824,1
606,0.804,1.0,0.0091,0.194,0.136,0.108,0.759,0.841,2
607,0.771,1.0,0.0091,0.262,0.269,0.195,0.698,0.824,1
608,0.759,1.0,0.0104,0.29,0.115,0.108,0.79,0.738,1
609,0.792,1.0,0.0104,0.423,0.19,0.214,0.805,0.772,1
610,0.797,1.0,0.0104,0.452,0.262,0.318,0.774,0.824,2
611,0.686,0.9256,0.011699999999999999,0.444,0.233,0.214,0.668,0.669,2
612,0.679,0.9411999999999999,0.011699999999999999,0.452,0.151,0.149,0.652,0.686,1
613,0.674,0.8632000000000001,0.0104,0.468,0.151,0.13,0.683,0.669,1
614,0.667,0.9217,0.0091,0.395,0.186,0.108,0.652,0.721,2
615,0.717,0.9659,0.0091,0.395,0.237,0.149,0.683,0.738,1
616,0.702,0.9594,0.011699999999999999,0.419,0.219,0.17,0.683,0.704,1
617,0.702,0.9958,0.011699999999999999,0.415,0.297,0.257,0.652,0.738,1
618,0.701,1.0,0.0104,0.278,0.401,0.384,0.637,0.755,2
619,0.699,0.9646,0.0078,0.367,0.315,0.318,0.698,0.669,1
620,0.702,0.9113,0.0091,0.411,0.308,0.318,0.698,0.704,1
621,0.701,0.9281999999999999,0.0091,0.431,0.136,0.149,0.698,0.669,1
622,0.713,1.0,0.0091,0.379,0.265,0.236,0.668,0.755,2
623,0.653,0.9047999999999999,0.011699999999999999,0.427,0.151,0.214,0.637,0.635,1
624,0.66,0.9646,0.0104,0.355,0.222,0.257,0.622,0.721,2
625,0.622,0.9334,0.0078,0.234,0.369,0.318,0.561,0.669,2
626,0.595,0.8333,0.0091,0.399,0.337,0.344,0.591,0.601,1
627,0.643,0.8359,0.0104,0.48,0.222,0.195,0.668,0.618,1
628,0.682,0.9295,0.0104,0.48,0.19,0.195,0.683,0.669,1
629,0.748,1.0,0.0104,0.435,0.244,0.257,0.774,0.738,1
630,0.763,0.9997,0.0091,0.448,0.369,0.318,0.759,0.738,1
631,0.677,0.9035,0.011699999999999999,0.444,0.43,0.427,0.698,0.686,1
632,0.584,0.7578999999999999,0.0156,0.448,0.258,0.17,0.591,0.601,1
633,0.639,0.8814000000000001,0.013000000000000001,0.456,0.301,0.257,0.652,0.652,1
634,0.708,0.9425,0.011699999999999999,0.452,0.283,0.257,0.729,0.686,1
635,0.723,1.0,0.011699999999999999,0.355,0.215,0.149,0.698,0.738,1
636,0.657,0.8943999999999999,0.011699999999999999,0.391,0.269,0.236,0.668,0.686,2
637,0.602,0.8502000000000001,0.0104,0.46,0.111,0.087,0.637,0.566,1
638,0.65,0.8879,0.0104,0.464,0.269,0.318,0.637,0.652,1
639,0.588,0.7514,0.013000000000000001,0.48,0.244,0.214,0.591,0.566,1
640,0.618,0.8638,0.0126,0.48,0.312,0.318,0.698,0.601,1
641,0.712,1.0,0.0098,0.476,0.244,0.236,0.744,0.704,1
642,0.756,1.0,0.0112,0.387,0.143,0.149,0.79,0.738,1
643,0.786,1.0,0.0112,0.48,0.301,0.344,0.79,0.772,1
644,0.76,1.0,0.0098,0.464,0.226,0.257,0.713,0.772,1
645,0.749,1.0,0.008400000000000001,0.359,0.226,0.297,0.744,0.755,1
646,0.662,0.9856,0.007,0.347,0.538,0.467,0.713,0.652,2
647,0.563,0.7364,0.0126,0.48,0.348,0.318,0.545,0.566,1
648,0.612,0.7630000000000001,0.0098,0.444,0.409,0.384,0.668,0.618,1
649,0.693,0.917,0.007,0.444,0.434,0.344,0.668,0.704,1
650,0.585,0.833,0.0098,0.44,0.48,0.344,0.637,0.583,1
651,0.493,0.7504000000000001,0.0098,0.315,0.502,0.533,0.484,0.532,2
652,0.542,0.8049999999999999,0.007,0.335,0.616,0.573,0.622,0.549,2
653,0.578,0.8498,0.0098,0.48,0.179,0.278,0.622,0.532,1
654,0.64,0.966,0.007,0.48,0.358,0.297,0.591,0.686,1
655,0.738,1.0,0.007,0.431,0.513,0.512,0.744,0.755,1
656,0.603,0.8204,0.014,0.395,0.362,0.257,0.622,0.618,1
657,0.543,0.8091999999999999,0.014,0.456,0.194,0.214,0.561,0.549,1
658,0.666,0.9884,0.007,0.371,0.419,0.406,0.637,0.721,2
659,0.501,0.6916,0.0098,0.415,0.767,0.764,0.561,0.498,2
660,0.444,0.5698,0.014,0.472,0.28,0.278,0.393,0.498,1
661,0.432,0.6328,0.0126,0.48,0.215,0.236,0.439,0.446,1
662,0.425,0.5796,0.014,0.387,0.283,0.236,0.439,0.412,1
663,0.51,0.7322000000000001,0.0126,0.44,0.229,0.318,0.606,0.498,1
664,0.567,0.9072,0.0098,0.375,0.351,0.257,0.53,0.635,2
665,0.583,0.9758,0.0112,0.165,0.197,0.214,0.561,0.635,2
666,0.596,0.9464000000000001,0.0098,0.246,0.405,0.446,0.53,0.635,2
667,0.514,0.742,0.0112,0.431,0.197,0.195,0.545,0.532,1
668,0.512,0.7252000000000001,0.0126,0.395,0.495,0.493,0.484,0.549,1
669,0.462,0.7,0.0126,0.391,0.222,0.257,0.423,0.515,1
670,0.384,0.6174,0.014,0.407,0.312,0.297,0.393,0.446,1
671,0.371,0.6132,0.016800000000000002,0.355,0.194,0.13,0.316,0.463,1
672,0.376,0.5698,0.0182,0.431,0.197,0.13,0.332,0.446,1
673,0.385,0.651,0.0182,0.298,0.283,0.195,0.332,0.463,2
674,0.381,0.6636,0.016800000000000002,0.266,0.401,0.363,0.347,0.463,2
675,0.494,0.8568,0.0112,0.133,0.677,0.467,0.545,0.498,2
676,0.625,1.0,0.008400000000000001,0.202,0.409,0.406,0.576,0.601,2
677,0.376,0.6706,0.0126,0.315,0.48,0.344,0.393,0.412,2
678,0.413,0.7070000000000001,0.014,0.371,0.158,0.17,0.423,0.446,1
679,0.464,0.7546,0.0112,0.391,0.283,0.236,0.439,0.515,1
680,0.446,0.7728,0.0098,0.169,0.319,0.236,0.408,0.515,2
681,0.431,0.7546,0.0126,0.234,0.326,0.297,0.393,0.498,2
682,0.433,0.7672000000000001,0.014,0.206,0.33,0.278,0.393,0.498,2
683,0.469,0.84,0.0098,0.048,0.337,0.363,0.423,0.463,2
684,0.289,0.5544,0.0154,0.266,0.538,0.384,0.301,0.343,2
685,0.269,0.5194,0.0154,0.403,0.276,0.195,0.301,0.309,1
686,0.258,0.4718,0.016800000000000002,0.48,0.287,0.214,0.271,0.292,1
687,0.324,0.5964,0.0182,0.335,0.194,0.195,0.316,0.378,1
688,0.402,0.6692,0.014,0.339,0.251,0.278,0.515,0.395,1
689,0.475,0.8078,0.0098,0.278,0.362,0.278,0.423,0.549,2
690,0.428,0.7462000000000001,0.008400000000000001,0.29,0.405,0.297,0.393,0.48,1
691,0.392,0.6776,0.0098,0.359,0.29,0.236,0.393,0.412,1
692,0.372,0.679,0.0098,0.294,0.251,0.214,0.362,0.412,1
693,0.363,0.6538,0.0126,0.282,0.272,0.278,0.377,0.36,1
694,0.414,0.7252000000000001,0.0126,0.399,0.247,0.318,0.393,0.48,1
695,0.371,0.6678,0.008400000000000001,0.246,0.344,0.344,0.393,0.395,1
696,0.452,0.7238,0.007,0.423,0.251,0.214,0.469,0.498,1
697,0.448,0.6972,0.0098,0.48,0.262,0.363,0.469,0.429,1
698,0.419,0.6692,0.0126,0.407,0.312,0.236,0.408,0.463,1
699,0.403,0.6719999999999999,0.0112,0.371,0.251,0.236,0.454,0.446,1
700,0.48,0.7881999999999999,0.007,0.331,0.143,0.214,0.484,0.498,1
701,0.456,0.7868,0.008400000000000001,0.185,0.24,0.195,0.408,0.532,1
702,0.463,0.8091999999999999,0.0112,0.185,0.165,0.214,0.454,0.463,1
703,0.485,0.8288,0.0126,0.258,0.204,0.17,0.469,0.532,2
704,0.452,0.8148,0.0126,0.093,0.28,0.214,0.423,0.515,2
705,0.385,0.6607999999999999,0.014,0.298,0.552,0.446,0.377,0.429,1
706,0.365,0.6356,0.0112,0.411,0.262,0.427,0.393,0.395,1
707,0.281,0.48719999999999997,0.0126,0.327,0.62,0.493,0.316,0.326,1
708,0.188,0.385,0.0126,0.218,0.735,0.512,0.179,0.24,1
709,0.147,0.34299999999999997,0.014,0.343,0.534,0.427,0.179,0.206,1
710,0.213,0.4368,0.0126,0.48,0.33,0.297,0.332,0.206,1
711,0.422,0.6719999999999999,0.008400000000000001,0.472,0.276,0.344,0.393,0.463,1
712,0.316,0.588,0.0112,0.29,0.348,0.236,0.316,0.378,1
713,0.234,0.483,0.0112,0.238,0.53,0.554,0.225,0.275,2
714,0.132,0.3094,0.0154,0.278,0.573,0.512,0.133,0.189,1
715,0.161,0.3612,0.0154,0.323,0.283,0.195,0.179,0.223,1
716,0.158,0.371,0.014,0.234,0.301,0.214,0.148,0.223,1
717,0.258,0.532,0.0112,0.218,0.215,0.149,0.332,0.24,2
