,attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,class
386,0.056,0.142,0.011,0.5,0.215,0.17,0.142,0.047,1
387,0.126,0.202,0.01,0.524,0.168,0.13,0.135,0.151,1
388,0.011,0.074,0.013,0.464,0.373,0.446,0.144,0.028,1
389,0.012,0.101,0.013,0.488,0.161,0.191,0.083,0.028,1
390,0.089,0.183,0.013,0.52,0.154,0.278,0.261,0.075,1
391,0.31,0.373,0.011,0.407,0.254,0.278,0.295,0.343,1
392,0.336,0.398,0.01,0.444,0.287,0.231,0.448,0.322,1
393,0.486,0.562,0.006,0.464,0.118,0.13,0.5,0.494,1
394,0.546,0.616,0.007,0.536,0.269,0.318,0.517,0.59,2
395,0.528,0.608,0.007,0.524,0.165,0.149,0.593,0.542,1
396,0.56,0.573,0.006,0.496,0.57,0.616,0.541,0.609,1
397,0.462,0.425,0.01,0.5,0.81,0.594,0.423,0.515,1
398,0.416,0.431,0.011,0.601,0.297,0.278,0.431,0.429,1
399,0.498,0.517,0.008,0.54,0.301,0.318,0.576,0.485,1
400,0.517,0.568,0.006,0.524,0.262,0.359,0.524,0.542,2
401,0.401,0.473,0.008,0.411,0.538,0.573,0.397,0.399,2
402,0.281,0.334,0.011,0.427,0.416,0.507,0.388,0.276,1
403,0.432,0.432,0.007,0.48,0.398,0.38,0.397,0.485,1
404,0.388,0.445,0.007,0.48,0.315,0.297,0.423,0.429,1
405,0.494,0.532,0.005,0.48,0.211,0.191,0.508,0.457,1
406,0.603,0.589,0.005,0.492,0.201,0.231,0.593,0.609,1
407,0.505,0.599,0.008,0.347,0.233,0.149,0.55,0.553,2
408,0.454,0.579,0.007,0.085,0.305,0.236,0.423,0.515,2
409,0.54,0.599,0.005,0.226,0.541,0.488,0.534,0.59,2
410,0.543,0.418,0.007,0.504,0.208,0.231,0.669,0.494,1
411,0.611,0.472,0.006,0.476,0.229,0.149,0.652,0.62,1
412,0.44,0.487,0.006,0.444,0.384,0.257,0.584,0.467,1
413,0.312,0.348,0.008,0.435,0.588,0.446,0.312,0.343,2
414,0.242,0.262,0.011,0.452,0.663,0.467,0.278,0.276,1
415,0.253,0.253,0.012,0.5,0.369,0.38,0.338,0.247,1
416,0.366,0.351,0.007,0.48,0.351,0.406,0.405,0.39,1
417,0.373,0.328,0.007,0.48,0.563,0.529,0.397,0.399,1
418,0.274,0.288,0.01,0.44,0.29,0.359,0.312,0.304,1
419,0.395,0.431,0.009,0.484,0.301,0.278,0.481,0.408,1
420,0.461,0.439,0.007,0.391,0.416,0.359,0.457,0.476,1
421,0.323,0.39,0.009,0.282,0.577,0.467,0.372,0.362,1
422,0.171,0.21,0.013,0.452,0.534,0.427,0.202,0.18,1
423,0.189,0.227,0.013,0.536,0.495,0.427,0.295,0.21,1
424,0.315,0.314,0.012,0.536,0.262,0.21,0.423,0.285,1
425,0.459,0.356,0.011,0.516,0.405,0.38,0.526,0.448,1
426,0.55,0.415,0.01,0.484,0.412,0.297,0.601,0.542,1
427,0.607,0.479,0.008,0.48,0.362,0.257,0.643,0.58,1
428,0.631,0.582,0.006,0.492,0.118,0.108,0.686,0.58,1
429,0.598,0.578,0.007,0.452,0.315,0.359,0.652,0.609,1
430,0.529,0.468,0.008,0.496,0.186,0.17,0.576,0.485,1
431,0.536,0.497,0.006,0.484,0.28,0.467,0.557,0.534,2
432,0.495,0.51,0.007,0.403,0.269,0.38,0.541,0.457,1
433,0.508,0.411,0.008,0.484,0.323,0.34,0.517,0.494,1
434,0.417,0.416,0.009,0.371,0.616,0.507,0.405,0.448,1
435,0.422,0.439,0.01,0.468,0.634,0.406,0.473,0.429,1
436,0.444,0.371,0.009,0.512,0.297,0.297,0.473,0.408,1
437,0.47,0.372,0.009,0.472,0.136,0.231,0.517,0.438,1
438,0.547,0.501,0.007,0.46,0.427,0.446,0.517,0.609,2
439,0.583,0.648,0.004,0.399,0.398,0.467,0.61,0.553,2
440,0.277,0.364,0.008,0.27,0.86,0.764,0.347,0.304,2
441,0.296,0.343,0.011,0.536,0.283,0.297,0.372,0.296,1
442,0.434,0.432,0.011,0.52,0.351,0.231,0.49,0.429,1
443,0.508,0.486,0.009,0.472,0.244,0.231,0.524,0.542,1
444,0.54,0.57,0.008,0.387,0.341,0.359,0.55,0.542,1
445,0.519,0.604,0.008,0.266,0.333,0.38,0.55,0.504,2
446,0.447,0.492,0.01,0.468,0.362,0.297,0.448,0.476,1
447,0.497,0.523,0.01,0.448,0.24,0.406,0.567,0.476,1
448,0.655,0.546,0.006,0.484,0.337,0.231,0.736,0.601,1
449,0.648,0.59,0.005,0.359,0.448,0.488,0.736,0.59,2
450,0.447,0.482,0.009,0.331,0.624,0.446,0.414,0.504,1
451,0.443,0.451,0.012,0.444,0.305,0.231,0.457,0.476,1
452,0.449,0.426,0.01,0.468,0.161,0.149,0.507,0.408,1
453,0.557,0.461,0.007,0.492,0.337,0.21,0.541,0.571,1
454,0.508,0.515,0.008,0.407,0.258,0.21,0.517,0.534,1
455,0.525,0.566,0.009,0.278,0.204,0.17,0.55,0.504,1
456,0.631,0.544,0.008,0.48,0.283,0.297,0.729,0.561,1
457,0.781,0.675,0.005,0.472,0.416,0.34,0.846,0.724,1
458,0.623,0.64,0.005,0.399,0.53,0.446,0.69,0.601,2
459,0.497,0.531,0.007,0.488,0.423,0.427,0.534,0.515,1
460,0.483,0.561,0.007,0.262,0.416,0.38,0.517,0.523,2
461,0.502,0.571,0.008,0.476,0.477,0.34,0.557,0.523,2
462,0.57,0.558,0.008,0.544,0.219,0.21,0.584,0.542,1
463,0.701,0.594,0.006,0.54,0.441,0.488,0.77,0.676,1
464,0.76,0.687,0.004,0.496,0.391,0.359,0.746,0.751,1
465,0.739,0.601,0.004,0.46,0.251,0.257,0.736,0.724,2
466,0.602,0.627,0.006,0.379,0.53,0.467,0.669,0.601,2
467,0.665,0.636,0.007,0.532,0.219,0.231,0.677,0.676,2
468,0.598,0.588,0.008,0.472,0.473,0.427,0.66,0.601,2
469,0.587,0.56,0.01,0.492,0.251,0.21,0.643,0.534,1
470,0.709,0.637,0.007,0.48,0.28,0.257,0.746,0.695,1
471,0.753,0.622,0.004,0.423,0.516,0.507,0.719,0.751,2
472,0.574,0.533,0.007,0.472,0.652,0.594,0.626,0.571,2
473,0.593,0.572,0.008,0.48,0.125,0.108,0.61,0.571,2
474,0.601,0.673,0.007,0.343,0.294,0.297,0.601,0.665,2
475,0.569,0.591,0.008,0.331,0.527,0.446,0.557,0.609,2
476,0.58,0.534,0.007,0.48,0.269,0.231,0.593,0.542,1
477,0.616,0.573,0.007,0.48,0.247,0.191,0.601,0.609,1
478,0.648,0.657,0.007,0.448,0.233,0.278,0.686,0.676,2
479,0.615,0.683,0.007,0.407,0.222,0.278,0.652,0.62,2
480,0.599,0.705,0.008,0.294,0.265,0.17,0.567,0.665,1
481,0.658,0.713,0.009,0.278,0.262,0.278,0.593,0.714,2
482,0.603,0.65,0.009,0.391,0.262,0.191,0.593,0.647,2
483,0.632,0.713,0.009,0.185,0.244,0.191,0.652,0.676,2
484,0.713,0.809,0.007,0.194,0.244,0.21,0.686,0.743,2
485,0.751,0.862,0.007,0.335,0.24,0.297,0.702,0.781,2
486,0.627,0.713,0.008,0.286,0.452,0.359,0.643,0.665,2
487,0.603,0.635,0.01,0.488,0.287,0.21,0.557,0.647,2
488,0.551,0.604,0.01,0.347,0.197,0.17,0.534,0.609,2
489,0.573,0.675,0.01,0.218,0.136,0.13,0.557,0.609,2
490,0.614,0.712,0.008,0.262,0.341,0.318,0.541,0.676,2
491,0.687,0.816,0.006,0.048,0.222,0.21,0.694,0.724,2
492,0.791,0.894,0.006,0.242,0.244,0.467,0.763,0.828,2
493,0.862,0.885,0.005,0.44,0.401,0.38,0.855,0.858,1
494,0.846,0.878,0.005,0.448,0.269,0.359,0.83,0.8,2
495,0.879,0.847,0.004,0.5,0.348,0.359,0.839,0.905,1
496,0.781,0.747,0.006,0.46,0.24,0.257,0.763,0.81,2
497,0.746,0.725,0.007,0.46,0.158,0.17,0.746,0.714,1
498,0.754,0.745,0.007,0.496,0.161,0.191,0.729,0.791,2
499,0.731,0.794,0.006,0.415,0.344,0.34,0.694,0.762,2
500,0.691,0.798,0.007,0.258,0.384,0.318,0.617,0.751,2
501,0.645,0.782,0.008,0.097,0.254,0.231,0.576,0.714,2
502,0.626,0.765,0.007,0.129,0.262,0.21,0.567,0.695,2
503,0.649,0.747,0.005,0.286,0.409,0.359,0.634,0.686,2
504,0.631,0.74,0.007,0.331,0.247,0.21,0.567,0.695,2
505,0.661,0.722,0.008,0.306,0.197,0.17,0.677,0.695,2
506,0.691,0.711,0.009,0.444,0.244,0.257,0.686,0.695,1
507,0.701,0.732,0.008,0.395,0.312,0.278,0.66,0.751,2
508,0.737,0.803,0.008,0.315,0.258,0.297,0.71,0.762,2
509,0.751,0.715,0.008,0.512,0.24,0.318,0.71,0.772,2
510,0.667,0.704,0.009,0.488,0.38,0.318,0.652,0.676,1
511,0.679,0.683,0.008,0.48,0.168,0.191,0.719,0.647,1
512,0.744,0.773,0.007,0.395,0.251,0.278,0.71,0.751,2
513,0.764,0.818,0.007,0.407,0.197,0.297,0.719,0.8,2
514,0.693,0.773,0.008,0.407,0.323,0.297,0.634,0.743,2
515,0.725,0.715,0.009,0.448,0.233,0.257,0.746,0.686,1
516,0.764,0.701,0.008,0.46,0.154,0.149,0.779,0.705,1
517,0.797,0.77,0.007,0.464,0.154,0.21,0.805,0.743,1
518,0.838,0.779,0.007,0.444,0.129,0.13,0.839,0.781,1
519,0.839,0.808,0.007,0.444,0.129,0.191,0.839,0.819,2
520,0.806,0.843,0.008,0.375,0.118,0.108,0.846,0.791,1
521,0.895,0.871,0.008,0.492,0.1,0.108,0.846,0.867,1
522,0.881,0.886,0.008,0.488,0.208,0.21,0.822,0.886,2
523,0.846,0.927,0.007,0.468,0.19,0.278,0.822,0.886,2
524,0.803,0.893,0.007,0.375,0.247,0.213,0.753,0.867,2
525,0.803,0.845,0.007,0.379,0.151,0.149,0.805,0.791,1
526,0.854,0.893,0.006,0.44,0.208,0.17,0.855,0.828,1
527,0.875,0.903,0.007,0.464,0.28,0.278,0.83,0.886,2
528,0.883,0.92,0.006,0.476,0.38,0.318,0.839,0.896,2
529,0.824,0.876,0.007,0.444,0.283,0.297,0.839,0.819,2
530,0.816,0.903,0.006,0.399,0.219,0.34,0.796,0.837,2
531,0.835,0.867,0.007,0.427,0.161,0.149,0.779,0.819,1
532,0.835,0.875,0.008,0.484,0.272,0.257,0.796,0.837,1
533,0.862,0.898,0.008,0.48,0.323,0.278,0.822,0.858,1
534,0.881,0.927,0.008,0.435,0.312,0.297,0.83,0.886,1
535,0.907,0.954,0.008,0.399,0.369,0.318,0.863,0.944,2
536,0.937,0.934,0.007,0.363,0.297,0.231,0.872,0.952,1
537,0.907,0.891,0.008,0.472,0.136,0.13,0.863,0.923,1
538,0.872,0.853,0.008,0.335,0.143,0.13,0.835,0.875,1
539,0.884,0.894,0.007,0.278,0.14,0.13,0.835,0.875,1
540,0.827,0.809,0.008,0.278,0.194,0.344,0.79,0.824,1
541,0.775,0.866,0.007,0.258,0.276,0.318,0.713,0.824,2
542,0.817,0.879,0.007,0.278,0.247,0.195,0.774,0.841,1
543,0.852,0.92,0.007,0.278,0.168,0.17,0.82,0.892,1
544,0.86,0.876,0.007,0.27,0.168,0.13,0.79,0.892,1
545,0.834,0.815,0.007,0.278,0.244,0.214,0.79,0.875,2
546,0.769,0.741,0.008,0.278,0.229,0.17,0.744,0.755,1
547,0.75,0.742,0.009,0.278,0.129,0.13,0.729,0.721,1
548,0.769,0.804,0.009,0.278,0.194,0.17,0.729,0.789,1
549,0.824,0.866,0.008,0.27,0.211,0.236,0.805,0.858,2
550,0.834,0.826,0.007,0.278,0.125,0.149,0.79,0.841,1
551,0.826,0.854,0.007,0.278,0.158,0.17,0.774,0.841,1
552,0.828,0.829,0.007,0.278,0.111,0.149,0.805,0.806,2
553,0.853,0.869,0.007,0.278,0.208,0.195,0.79,0.875,2
554,0.895,0.916,0.007,0.278,0.326,0.278,0.897,0.858,1
555,0.957,0.943,0.007,0.278,0.194,0.149,0.897,0.961,1
556,0.914,0.966,0.007,0.278,0.183,0.17,0.881,0.927,2
557,0.821,0.938,0.007,0.206,0.208,0.149,0.744,0.875,2
558,0.807,0.904,0.007,0.222,0.158,0.13,0.774,0.858,2
559,0.83,0.915,0.008,0.274,0.14,0.278,0.759,0.841,2
560,0.812,0.856,0.008,0.278,0.201,0.214,0.79,0.789,1
561,0.821,0.835,0.008,0.278,0.258,0.278,0.759,0.824,1
562,0.789,0.796,0.009,0.278,0.197,0.236,0.759,0.772,1
563,0.789,0.832,0.009,0.278,0.14,0.149,0.744,0.806,1
564,0.787,0.865,0.009,0.278,0.254,0.195,0.774,0.806,2
565,0.824,0.881,0.009,0.266,0.219,0.493,0.79,0.824,2
566,0.841,0.89,0.008,0.278,0.197,0.236,0.805,0.858,1
567,0.795,0.825,0.009,0.278,0.211,0.17,0.774,0.824,1
568,0.775,0.829,0.009,0.278,0.129,0.13,0.713,0.789,1
569,0.783,0.848,0.008,0.278,0.118,0.087,0.729,0.806,2
570,0.794,0.861,0.008,0.278,0.179,0.191,0.759,0.789,1
571,0.822,0.897,0.007,0.274,0.301,0.236,0.774,0.841,1
572,0.852,0.954,0.006,0.23,0.405,0.427,0.79,0.909,2
573,0.852,0.935,0.006,0.278,0.305,0.384,0.805,0.858,2
574,0.906,0.97,0.007,0.355,0.305,0.297,0.866,0.944,1
575,0.852,0.899,0.008,0.464,0.276,0.427,0.805,0.858,2
576,0.815,0.841,0.01,0.403,0.154,0.149,0.79,0.806,2
577,0.836,0.871,0.01,0.427,0.115,0.149,0.79,0.841,1
578,0.817,0.88,0.009,0.391,0.19,0.278,0.774,0.858,1
579,0.758,0.841,0.008,0.395,0.208,0.149,0.683,0.824,1
580,0.772,0.853,0.009,0.238,0.1,0.13,0.759,0.772,1
581,0.812,0.87,0.009,0.319,0.194,0.149,0.79,0.806,1
582,0.848,0.888,0.008,0.347,0.125,0.087,0.805,0.858,1
583,0.807,0.845,0.009,0.427,0.161,0.17,0.79,0.806,1
584,0.762,0.845,0.009,0.387,0.194,0.17,0.729,0.824,2
585,0.767,0.885,0.008,0.206,0.197,0.149,0.698,0.824,1
586,0.798,0.896,0.008,0.218,0.215,0.17,0.744,0.858,2
587,0.829,0.937,0.008,0.327,0.204,0.17,0.744,0.892,2
588,0.816,0.918,0.009,0.29,0.161,0.17,0.774,0.858,1
589,0.845,0.929,0.008,0.383,0.28,0.297,0.82,0.858,1
590,0.845,0.935,0.008,0.286,0.29,0.257,0.79,0.892,2
591,0.794,0.851,0.01,0.415,0.176,0.13,0.744,0.806,1
592,0.79,0.841,0.01,0.444,0.136,0.13,0.759,0.789,1
593,0.795,0.88,0.008,0.391,0.172,0.13,0.759,0.824,2
594,0.82,0.907,0.008,0.415,0.186,0.344,0.79,0.841,2
595,0.803,0.891,0.008,0.347,0.172,0.17,0.774,0.841,2
596,0.823,0.906,0.009,0.242,0.172,0.108,0.79,0.841,2
597,0.836,0.896,0.009,0.238,0.129,0.13,0.79,0.841,1
598,0.82,0.887,0.009,0.298,0.179,0.149,0.774,0.841,1
599,0.809,0.868,0.008,0.323,0.226,0.195,0.759,0.824,1
600,0.796,0.858,0.007,0.254,0.251,0.257,0.774,0.806,1
601,0.819,0.878,0.007,0.242,0.269,0.195,0.79,0.841,1
602,0.812,0.888,0.007,0.19,0.24,0.214,0.774,0.841,2
603,0.834,0.901,0.007,0.274,0.233,0.257,0.805,0.841,1
604,0.841,0.889,0.008,0.226,0.287,0.257,0.79,0.858,1
605,0.821,0.863,0.008,0.185,0.222,0.149,0.79,0.824,1
606,0.804,0.876,0.007,0.194,0.136,0.108,0.759,0.841,2
607,0.771,0.86,0.007,0.262,0.269,0.195,0.698,0.824,1
608,0.759,0.804,0.008,0.29,0.115,0.108,0.79,0.738,1
609,0.792,0.822,0.008,0.423,0.19,0.214,0.805,0.772,1
610,0.797,0.824,0.008,0.452,0.262,0.318,0.774,0.824,2
611,0.686,0.712,0.009,0.444,0.233,0.214,0.668,0.669,2
612,0.679,0.724,0.009,0.452,0.151,0.149,0.652,0.686,1
613,0.674,0.664,0.008,0.468,0.151,0.13,0.683,0.669,1
614,0.667,0.709,0.007,0.395,0.186,0.108,0.652,0.721,2
615,0.717,0.743,0.007,0.395,0.237,0.149,0.683,0.738,1
616,0.702,0.738,0.009,0.419,0.219,0.17,0.683,0.704,1
617,0.702,0.766,0.009,0.415,0.297,0.257,0.652,0.738,1
618,0.701,0.779,0.008,0.278,0.401,0.384,0.637,0.755,2
619,0.699,0.742,0.006,0.367,0.315,0.318,0.698,0.669,1
620,0.702,0.701,0.007,0.411,0.308,0.318,0.698,0.704,1
621,0.701,0.714,0.007,0.431,0.136,0.149,0.698,0.669,1
622,0.713,0.783,0.007,0.379,0.265,0.236,0.668,0.755,2
623,0.653,0.696,0.009,0.427,0.151,0.214,0.637,0.635,1
624,0.66,0.742,0.008,0.355,0.222,0.257,0.622,0.721,2
625,0.622,0.718,0.006,0.234,0.369,0.318,0.561,0.669,2
626,0.595,0.641,0.007,0.399,0.337,0.344,0.591,0.601,1
627,0.643,0.643,0.008,0.48,0.222,0.195,0.668,0.618,1
628,0.682,0.715,0.008,0.48,0.19,0.195,0.683,0.669,1
629,0.748,0.774,0.008,0.435,0.244,0.257,0.774,0.738,1
630,0.763,0.769,0.007,0.448,0.369,0.318,0.759,0.738,1
631,0.677,0.695,0.009,0.444,0.43,0.427,0.698,0.686,1
632,0.584,0.583,0.012,0.448,0.258,0.17,0.591,0.601,1
633,0.639,0.678,0.01,0.456,0.301,0.257,0.652,0.652,1
634,0.708,0.725,0.009,0.452,0.283,0.257,0.729,0.686,1
635,0.723,0.792,0.009,0.355,0.215,0.149,0.698,0.738,1
636,0.657,0.688,0.009,0.391,0.269,0.236,0.668,0.686,2
637,0.602,0.654,0.008,0.46,0.111,0.087,0.637,0.566,1
638,0.65,0.683,0.008,0.464,0.269,0.318,0.637,0.652,1
639,0.588,0.578,0.01,0.48,0.244,0.214,0.591,0.566,1
640,0.618,0.617,0.009,0.48,0.318,0.698,0.312,0.601,1
641,0.712,0.739,0.007,0.476,0.236,0.744,0.244,0.704,1
642,0.756,0.813,0.008,0.387,0.149,0.79,0.143,0.738,1
643,0.786,0.813,0.008,0.48,0.344,0.79,0.301,0.772,1
644,0.76,0.757,0.007,0.464,0.257,0.713,0.226,0.772,1
645,0.749,0.821,0.006,0.359,0.297,0.744,0.226,0.755,1
646,0.662,0.704,0.005,0.347,0.467,0.713,0.538,0.652,2
647,0.563,0.526,0.009,0.48,0.318,0.545,0.348,0.566,1
648,0.612,0.545,0.007,0.444,0.384,0.668,0.409,0.618,1
649,0.693,0.655,0.005,0.444,0.344,0.668,0.434,0.704,1
650,0.585,0.595,0.007,0.44,0.344,0.637,0.48,0.583,1
651,0.493,0.536,0.007,0.315,0.533,0.484,0.502,0.532,2
652,0.542,0.575,0.005,0.335,0.573,0.622,0.616,0.549,2
653,0.578,0.607,0.007,0.48,0.278,0.622,0.179,0.532,1
654,0.64,0.69,0.005,0.48,0.297,0.591,0.358,0.686,1
655,0.738,0.719,0.005,0.431,0.512,0.744,0.513,0.755,1
656,0.603,0.586,0.01,0.395,0.257,0.622,0.362,0.618,1
657,0.543,0.578,0.01,0.456,0.214,0.561,0.194,0.549,1
658,0.666,0.706,0.005,0.371,0.406,0.637,0.419,0.721,2
659,0.501,0.494,0.007,0.415,0.764,0.561,0.767,0.498,2
660,0.444,0.407,0.01,0.472,0.278,0.393,0.28,0.498,1
661,0.432,0.452,0.009,0.48,0.236,0.439,0.215,0.446,1
662,0.425,0.414,0.01,0.387,0.236,0.439,0.283,0.412,1
663,0.51,0.523,0.009,0.44,0.318,0.606,0.229,0.498,1
664,0.567,0.648,0.007,0.375,0.257,0.53,0.351,0.635,2
665,0.583,0.697,0.008,0.165,0.214,0.561,0.197,0.635,2
666,0.596,0.676,0.007,0.246,0.446,0.53,0.405,0.635,2
667,0.514,0.53,0.008,0.431,0.195,0.545,0.197,0.532,1
668,0.512,0.518,0.009,0.395,0.493,0.484,0.495,0.549,1
669,0.462,0.5,0.009,0.391,0.257,0.423,0.222,0.515,1
670,0.384,0.441,0.01,0.407,0.297,0.393,0.312,0.446,1
671,0.371,0.438,0.012,0.355,0.13,0.316,0.194,0.463,1
672,0.376,0.407,0.013,0.431,0.13,0.332,0.197,0.446,1
673,0.385,0.465,0.013,0.298,0.195,0.332,0.283,0.463,2
674,0.381,0.474,0.012,0.266,0.363,0.347,0.401,0.463,2
675,0.494,0.612,0.008,0.133,0.467,0.545,0.677,0.498,2
676,0.625,0.742,0.006,0.202,0.406,0.576,0.409,0.601,2
677,0.376,0.479,0.009,0.315,0.344,0.393,0.48,0.412,2
678,0.413,0.505,0.01,0.371,0.17,0.423,0.158,0.446,1
679,0.464,0.539,0.008,0.391,0.236,0.439,0.283,0.515,1
680,0.446,0.552,0.007,0.169,0.236,0.408,0.319,0.515,2
681,0.431,0.539,0.009,0.234,0.297,0.393,0.326,0.498,2
682,0.433,0.548,0.01,0.206,0.278,0.393,0.33,0.498,2
683,0.469,0.6,0.007,0.048,0.363,0.423,0.337,0.463,2
684,0.289,0.396,0.011,0.266,0.384,0.301,0.538,0.343,2
685,0.269,0.371,0.011,0.403,0.195,0.301,0.276,0.309,1
686,0.258,0.337,0.012,0.48,0.214,0.271,0.287,0.292,1
687,0.324,0.426,0.013,0.335,0.195,0.316,0.194,0.378,1
688,0.402,0.478,0.01,0.339,0.278,0.515,0.251,0.395,1
689,0.475,0.577,0.007,0.278,0.278,0.423,0.362,0.549,2
690,0.428,0.533,0.006,0.29,0.297,0.393,0.405,0.48,1
691,0.392,0.484,0.007,0.359,0.236,0.393,0.29,0.412,1
692,0.372,0.485,0.007,0.294,0.214,0.362,0.251,0.412,1
693,0.363,0.467,0.009,0.282,0.278,0.377,0.272,0.36,1
694,0.414,0.518,0.009,0.399,0.318,0.393,0.247,0.48,1
695,0.371,0.477,0.006,0.246,0.344,0.393,0.344,0.395,1
696,0.452,0.517,0.005,0.423,0.214,0.469,0.251,0.498,1
697,0.448,0.498,0.007,0.48,0.363,0.469,0.262,0.429,1
698,0.419,0.478,0.009,0.407,0.236,0.408,0.312,0.463,1
699,0.403,0.48,0.008,0.371,0.236,0.454,0.251,0.446,1
700,0.48,0.563,0.005,0.331,0.214,0.484,0.143,0.498,1
701,0.456,0.562,0.006,0.185,0.195,0.408,0.24,0.532,1
702,0.463,0.578,0.008,0.185,0.214,0.454,0.165,0.463,1
703,0.485,0.592,0.009,0.258,0.17,0.469,0.204,0.532,2
704,0.452,0.582,0.009,0.093,0.214,0.423,0.28,0.515,2
705,0.385,0.472,0.01,0.298,0.446,0.377,0.552,0.429,1
706,0.365,0.454,0.008,0.411,0.427,0.393,0.262,0.395,1
707,0.281,0.348,0.009,0.327,0.493,0.316,0.62,0.326,1
708,0.188,0.275,0.009,0.218,0.512,0.179,0.735,0.24,1
709,0.147,0.245,0.01,0.343,0.427,0.179,0.534,0.206,1
710,0.213,0.312,0.009,0.48,0.297,0.332,0.33,0.206,1
711,0.422,0.48,0.006,0.472,0.344,0.393,0.276,0.463,1
712,0.316,0.42,0.008,0.29,0.236,0.316,0.348,0.378,1
713,0.234,0.345,0.008,0.238,0.554,0.225,0.53,0.275,2
714,0.132,0.221,0.011,0.278,0.512,0.133,0.573,0.189,1
715,0.161,0.258,0.011,0.323,0.195,0.179,0.283,0.223,1
716,0.158,0.265,0.01,0.234,0.214,0.148,0.301,0.223,1
717,0.258,0.38,0.008,0.218,0.149,0.332,0.215,0.24,2
718,0.305,0.417,0.007,0.25,0.344,0.377,0.24,0.326,1
719,0.219,0.312,0.01,0.367,0.214,0.225,0.229,0.275,1
720,0.302,0.412,0.009,0.254,0.257,0.377,0.269,0.326,1
721,0.302,0.419,0.01,0.129,0.214,0.301,0.269,0.343,1
722,0.448,0.574,0.008,0.101,0.195,0.484,0.219,0.463,2
723,0.542,0.646,0.006,0.371,0.13,0.545,0.176,0.583,1
724,0.507,0.609,0.005,0.302,0.214,0.484,0.158,0.515,2
725,0.501,0.617,0.004,0.133,0.446,0.469,0.448,0.549,2
726,0.35,0.42,0.007,0.379,0.533,0.377,0.713,0.412,1
727,0.286,0.339,0.01,0.444,0.406,0.347,0.43,0.326,1
728,0.305,0.389,0.011,0.379,0.257,0.393,0.251,0.292,1
729,0.388,0.427,0.009,0.415,0.214,0.439,0.247,0.378,1
730,0.349,0.427,0.007,0.278,0.66,0.362,0.423,0.326,1
731,0.079,0.18,0.008,0.101,0.66,0.148,0.885,0.12,1
732,0.078,0.179,0.01,0.274,0.493,0.133,0.588,0.12,1
733,0.089,0.191,0.013,0.351,0.278,0.118,0.448,0.137,1
734,0.172,0.27,0.014,0.335,0.257,0.179,0.297,0.24,1
735,0.236,0.352,0.012,0.238,0.318,0.225,0.326,0.275,1
736,0.312,0.429,0.007,0.149,0.493,0.301,0.348,0.378,2
737,0.207,0.274,0.011,0.327,0.703,0.316,0.728,0.206,1
738,0.121,0.198,0.012,0.448,0.278,0.179,0.194,0.12,1
739,0.225,0.301,0.01,0.456,0.236,0.393,0.24,0.189,1
740,0.456,0.523,0.009,0.464,0.236,0.5,0.272,0.463,1
741,0.507,0.556,0.008,0.391,0.17,0.561,0.165,0.48,1
742,0.543,0.645,0.006,0.359,0.149,0.515,0.237,0.583,2
743,0.456,0.513,0.006,0.383,0.493,0.484,0.509,0.446,1
744,0.263,0.348,0.009,0.444,0.297,0.316,0.362,0.292,1
745,0.328,0.417,0.008,0.298,0.384,0.332,0.401,0.326,2
746,0.144,0.225,0.011,0.351,0.427,0.179,0.513,0.189,1
747,0.118,0.224,0.011,0.246,0.214,0.118,0.341,0.189,1
748,0.169,0.267,0.011,0.25,0.467,0.148,0.448,0.24,1
749,0.107,0.197,0.013,0.371,0.297,0.225,0.305,0.12,1
750,0.272,0.353,0.011,0.367,0.363,0.286,0.391,0.326,1
751,0.299,0.381,0.01,0.363,0.278,0.469,0.269,0.275,1
752,0.538,0.556,0.006,0.431,0.344,0.561,0.226,0.566,1
753,0.535,0.587,0.007,0.444,0.195,0.53,0.172,0.549,1
754,0.478,0.56,0.009,0.411,0.149,0.484,0.168,0.463,1
755,0.449,0.548,0.009,0.31,0.195,0.439,0.265,0.515,1
756,0.416,0.532,0.008,0.129,0.427,0.362,0.459,0.48,2
757,0.371,0.479,0.011,0.343,0.384,0.347,0.43,0.446,1
758,0.331,0.449,0.011,0.254,0.149,0.286,0.197,0.395,1
759,0.35,0.465,0.011,0.121,0.236,0.301,0.237,0.429,1
760,0.344,0.44,0.011,0.282,0.195,0.316,0.201,0.412,1
761,0.331,0.428,0.011,0.294,0.17,0.347,0.222,0.378,1
762,0.352,0.457,0.01,0.262,0.363,0.301,0.358,0.412,1
763,0.321,0.435,0.01,0.262,0.257,0.301,0.28,0.395,1
764,0.308,0.372,0.01,0.371,0.384,0.332,0.369,0.36,1
765,0.253,0.354,0.01,0.399,0.149,0.316,0.208,0.275,1
766,0.39,0.479,0.009,0.278,0.363,0.408,0.262,0.429,1
767,0.362,0.458,0.01,0.335,0.318,0.362,0.294,0.395,1
768,0.364,0.467,0.011,0.242,0.446,0.377,0.419,0.412,1
769,0.464,0.555,0.009,0.319,0.17,0.561,0.269,0.463,1
770,0.595,0.627,0.007,0.367,0.278,0.606,0.244,0.601,1
771,0.482,0.529,0.009,0.456,0.236,0.5,0.269,0.498,1
772,0.52,0.608,0.008,0.323,0.278,0.53,0.233,0.566,2
